,city,decade,Income ($)
8428,Freetown,20,6500
8429, Americas,19,9000
8430, Europe,19,12400
8431,Baku,1930,17200
8432, Asia,19,12400
8433,Adamstown,1910,5400
8434,Stockholm,1970,20900
8435, Europe,20,11600
8436,Maputo,20,9300
8437,Helsinki,1920,12400
8438,Kingston,1800,9000
8439,Andorra la Vella,1920,3100
8440,Vilnius,1910,9300
8441,Amsterdam,1900,24100
8442,Ulan Bator,1860,9300
8443,Tarawa,19,20900
8444,Saint-Denis,19,3100
8445, Asia,19,11600
8446, Southern Europe,21,5400
8447,Rabat,1850,11600
8448,Bishkek,1930,9000
8449,Hanoi,1920,11600
8450, Asia,19,11600
8451,Riyadh,1950,22200
8452,Honiara,19,9300
8453,Khartoum,19,9300
8454,London,1900,22200
8455, Europe,19,5400
8456,El-Aaiun,1890,17200
8457, Australia and New Zealand,18,17200
8458, Americas,19,25800
8459,Nouakchott,1950,9300
8460,Belgrade,1930,20900
8461,Santiago,1850,9300
8462,Hamilton,1900,9300
8463, Americas,19,11600
8464, Asia,19,9300
8465,Road Town,1940,22200
8466, Europe,20,9300
8467,Andorra la Vella,1930,24100
8468, Asia,19,9000
8469,Kigali,19,20900
8470,West Island,1970,22200
8471, Central America,18,6500
8472,Malabo,1960,20900
8473, Western Europe,21,9300
8474,Sucre,1940,6500
8475,Melekeok,1810,3100
8476,Andorra la Vella,1920,24100
8477, Caribbean,18,6500
8478,Jakarta,20,6500
8479,Libreville,19,12400
8480,Luanda,19,11600
8481,Hanoi,1940,24100
8482, Asia,19,9000
8483, Middle Africa,21,6500
8484,Port of Spain,1970,20900
8485,Nuku'alofa,1950,24100
8486,Port Moresby,1920,11600
8487,Amsterdam,18,3100
8488, Micronesia,18,9300
8489,West Island,19,17200
8490,Tirana,1870,9000
8491, Polynesia,21,9000
8492,Maseru,19,11600
8493,Quito,1910,12400
8494,Lilongwe,1960,12400
8495,Paramaribo,20,9300
8496,Tegucigalpa,1880,6500
8497, Asia,19,11600
8498,Lome,19,9000
8499,Port of Spain,1880,17200
8500,Bratislava,1970,9300
8501,Seoul,20,20900
8502, Americas,19,17200
8503,Baku,1960,5400
8504,Bamako,19,9300
8505, Americas,19,42800
8506,Baku,20,22200
8507,Avarua,1990,5400
8508,Dodoma,1890,9000
8509, Europe,20,12400
8510,Gaborone,1960,11600
8511,Muscat,1960,12400
8512,Antananarivo,1920,12400
8513, Americas,19,11600
8514, Europe,19,9000
8515, Asia,19,9000
8516,Phnom Penh,1970,6500
8517,Saipan,1910,9300
8518, Europe,19,9000
8519,Bissau,1890,5400
8520,Monrovia,19,9300
8521, Americas,19,11600
8522,Harare,1930,25800
8523,N'Djamena,19,42800
8524,Banjul,1900,12400
8525,Hanoi,1920,17200
8526,Bangui,19,9000
8527,Fort-de-France,1970,17200
8528, South-Eastern Asia,20,9000
8529, Western Africa,18,9300
8530, Eastern Africa,21,17200
8531, Europe,19,9000
8532,London,1950,34700
8533,Banjul,1890,20900
8534,Skopje,1900,5400
8535,Avarua,1890,25800
8536,Cayenne,1970,20900
8537,Lusaka,19,22200
8538,Diego Garcia,1900,12400
8539,Harare,19,17200
8540, Americas,19,11600
8541, Asia,19,9300
8542,Lilongwe,20,9300
8543,Oslo,1920,25800
8544,Sofia,1930,11600
8545, Asia,19,11600
8546,Fort-de-France,1960,11600
8547,Malabo,1940,20900
8548,Baghdad,1920,9300
8549,Santiago,1870,11600
8550,Addis Ababa,1910,9300
8551, Europe,19,9300
8552, Asia,19,17200
8553, Asia,19,11600
8554, Americas,19,9000
8555,Kuala Lumpur,1890,9000
8556,Saint-Pierre,1880,6500
8557,Muscat,1920,9000
8558, Americas,19,22200
8559, Europe,19,9000
8560, Europe,19,6500
8561,Monaco,1920,20900
8562,Tashkent,1890,6500
8563,Muscat,20,25800
8564,Melekeok,1880,12400
8565,The Valley,1860,6500
8566,Jamestown,1880,9300
8567,Kinshasa,19,6500
8568,Mexico City,1920,20900
8569,Athens,1860,9000
8570,Monaco,1890,25800
8571, Americas,19,12400
8572,Pretoria,1880,3100
8573,Pristina,1880,6500
8574,Tunis,1950,9000
8575,Bandar Seri Begawan,20,6500
8576,Basseterre,1880,11600
8577, Northern America,21,3100
8578,Freetown,19,34400
8579,Dakar,20,9300
8580,Honiara,19,9000
8581,Pago Pago,19,12400
8582,Bujumbura,19,24100
8583, Americas,19,20900
8584,Jamestown,1910,3100
8585,Porto-Novo,1900,9000
8586,Grytviken,1920,9000
8587,Kingstown,21,9300
8588,New Delhi,1890,9300
8589,Tarawa,1900,22200
8590,Khartoum,19,9300
8591,Basseterre,1890,22200
8592,Manama,1910,17200
8593,Zagreb,1910,20900
8594,Brussels,1910,17200
8595,Minsk,1910,11600
8596, Asia,19,20900
8597,Nicosia,1910,17200
8598,Sucre,1910,9000
8599,West Island,1900,9000
8600,Vatican City,1910,9300
8601,Asmara,1880,9300
8602,Accra,1900,9000
8603,Roseau,1910,9300
8604,Hagatna,1920,6500
8605, Europe,19,17200
8606, Southern Europe,21,20900
8607,St. John's,1890,25800
8608, Europe,19,12400
8609, Central America,18,9300
8610, Eastern Africa,18,9000
8611,Bangui,19,11600
8612,Rabat,1890,9300
8613,Kuala Lumpur,1890,5400
8614,Mariehamn,1930,9000
8615,Monrovia,1940,9000
8616,Sofia,1970,9000
8617, Americas,19,34400
8618,Port Vila,1970,5400
8619,Basseterre,1920,22200
8620,Ljubljana,1870,17200
8621,Kabul,1880,43100
8622,Montevideo,1940,17200
8623,Hanoi,1940,9000
8624,Mbabane,19,20900
8625,Luanda,1900,9000
8626,Rome,1870,12400
8627,Palikir,1920,24100
8628,Brussels,1920,9300
8629, Europe,20,9300
8630, Eastern Europe,18,20900
8631,Washington,1910,9300
8632,Zagreb,1870,9000
8633,Hamilton,1900,5400
8634,Bangui,1900,9000
8635,Baku,1920,11600
8636, Africa,18-21,12400
8637,Nuku'alofa,1880,17200
8638, Americas,19,9300
8639, Asia,19,25800
8640, Asia,19,11600
8641,Hamilton,1960,12400
8642,Damascus,20,17200
8643,Cairo,1920,24100
8644, Asia,20,22200
8645,Hagatna,1930,12400
8646,Porto-Novo,19,24100
8647,Roseau,1920,9000
8648,Tegucigalpa,1930,6500
8649,Kuwait City,1890,6500
8650,Paramaribo,20,6500
8651, Asia,19,11600
8652,Ulan Bator,1900,34400
8653,Warsaw,1900,6500
8654,Dili,1930,12400
8655,Bujumbura,1950,9300
8656,Islamabad,1950,5400
8657, Europe,20,22200
8658,Havana,1930,11600
8659, Americas,19,11600
8660,Suva,1930,9000
8661, Southern Europe,18,5400
8662,Copenhagen,18,11600
8663,Baku,1900,12400
8664, Asia,19,9300
8665,Praia,1930,39500
8666,Victoria,1900,24100
8667,Praia,1930,9300
8668, Americas,19,6500
8669,Pristina,18,43100
8670,New Delhi,20,9300
8671, Europe,19,12400
8672,Riga,1940,9000
8673, Eastern Africa,18,22200
8674, Americas,19,5400
8675, Americas,19,12400
8676, Americas,19,3100
8677,Nouakchott,20,24100
8678,Quito,1950,9300
8679,Nouakchott,19,9300
8680,Plymouth,1810,12400
8681, Asia,19,25800
8682, Southern Africa,21,12400
8683,Prague,1880,22200
8684,Bucharest,1910,45500
8685,Male,1880,6500
8686,Freetown,19,9300
8687, Europe,19,12400
8688,Suva,1930,11600
8689,Melekeok,1880,9000
8690,Brazzaville,19,5400
8691,Nay Pyi Taw,1940,9300
8692,East Jerusalem,20,17200
8693, Americas,19,9000
8694,Wellington,19,22200
8695, Southern Europe,21,25800
8696, Caribbean,21,11600
8697,Tegucigalpa,1900,25800
8698, Europe,20,9000
8699,Jamestown,1930,12400
8700,Suva,1870,20900
8701,Bogota,1950,9000
8702,Singapur,1890,5400
8703,Mamoudzou,1910,9300
8704,Cairo,1940,43100
8705,Hamilton,1910,20900
8706,Windhoek,1940,9300
8707,Reykjavik,1940,6500
8708,Riga,1940,5400
8709,Hamilton,1920,5400
8710,Phnom Penh,1920,17200
8711, Europe,20,12400
8712,Asuncion,1890,5400
8713,Asmara,20,11600
8714,Alofi,1930,17200
8715,Mexico City,1940,11600
8716, Americas,19,11600
8717,Bishkek,1940,9000
8718,Kralendijk,1930,9000
8719,East Jerusalem,1920,9300
8720,Nay Pyi Taw,1900,9300
8721, Americas,19,9300
8722,Adamstown,1950,6500
8723, Oceania,20,11600
8724,Beijing,1940,6500
8725,Port-aux-Francais,19,34400
8726,Conakry,19,12400
8727,Kuwait City,1960,20900
8728,Skopje,1960,9300
8729,London,1950,39500
8730,Nouakchott,20,12400
8731,Addis Ababa,1940,12400
8732,Chisinau,1950,22200
8733,Baghdad,1950,20900
8734,Amsterdam,1920,5400
8735,London,1950,9000
8736,Georgetown,1940,20900
8737,Bangkok,1940,34400
8738, Europe,19,9300
8739,Marigot,18,5400
8740,El-Aaiun,1960,11600
8741,Belmopan,20,24100
8742,San Jose,1970,9300
8743,Tegucigalpa,1960,9000
8744,Hanoi,1970,5400
8745, Europe,20,9300
8746, Oceania,20,17200
8747,Maseru,1950,20900
8748,Kingston,1950,12400
8749,Saint Helier,1930,22200
8750,Diego Garcia,1940,17200
8751,Bamako,1960,9300
8752,Manila,1950,24100
8753,Nay Pyi Taw,1960,9000
8754,Asmara,1910,9300
8755,Praia,1900,12400
8756,Windhoek,19,20900
8757,Mamoudzou,19,12400
8758,Canberra,1960,9000
8759, Europe,19,25800
8760,Pago Pago,19,9000
8761,Oranjestad,20,9300
8762,Vientiane,1940,22200
8763,Colombo,1890,9300
8764,Georgetown,1950,24100
8765,Port-aux-Francais,19,9300
8766,Avarua,1860,24100
8767, Central Asia,18,11600
8768,Dhaka,1940,6500
8769,Victoria,19,11600
8770,Tehran,1940,12400
8771, Europe,19,11600
8772,Dodoma,1930,17200
8773,Montevideo,1930,12400
8774,Dodoma,1950,11600
8775,Warsaw,1950,9000
8776,Belmopan,1910,6500
8777,Charlotte Amalie,1920,6500
8778,Conakry,1920,11600
8779,Brussels,1930,11600
8780,Willemstad,1930,20900
8781,Helsinki,1930,22200
8782,Maseru,20,22200
8783, Asia,19,9300
8784,Kinshasa,1940,11600
8785,Riga,1850,12400
8786,Avarua,1860,6500
8787,Baku,1940,20900
8788, Eastern Africa,18,11600
8789,Washington,20,17200
8790,Tbilisi,1920,6500
8791, Europe,19,12400
8792,Porto-Novo,1910,20900
8793, Caribbean,21,9000
8794, Caribbean,18,22200
8795,Papeete,19,11600
8796, Europe,19,9300
8797, Western Asia,21,17200
8798,Prague,1920,9300
8799,Bishkek,1940,6500
8800,Nuuk,20,3100
8801,Havana,20,9300
8802, Asia,19,11600
8803, Asia,19,20900
8804, Oceania,20,34400
8805,Porto-Novo,1960,11600
8806, Asia,19,9000
8807,Yaren,1950,42800
8808,Conakry,1940,9300
8809, Europe,20,6500
8810,Ljubljana,1940,22200
8811,Djibouti,1960,9000
8812,Tegucigalpa,1920,6500
8813,Tunis,1940,9000
8814,Abuja,1960,34700
8815,Bamako,18,9300
8816,Bissau,1950,9300
8817,Minsk,1960,6500
8818,Sucre,1900,11600
8819,Jamestown,1910,9300
8820,Rabat,1920,6500
8821, Asia,19,9300
8822,Lima,20,12400
8823,Sanaa,1960,5400
8824,Tripolis,1960,5400
8825,Brazzaville,19,9000
8826,Suva,1960,12400
8827,Adamstown,1960,17200
8828,Port-au-Prince,1960,22200
8829, Western Africa,18,9000
8830,Santiago,1850,17200
8831,Georgetown,1940,11600
8832,Asuncion,1930,24100
8833,Belgrade,1960,22200
8834,Tirana,1960,9300
8835,Cockburn Town,1960,9300
8836,Kinshasa,1950,20900
8837,Tegucigalpa,1920,9300
8838,Canberra,1960,9000
8839, Americas,19,6500
8840,Bratislava,1940,22200
8841,Hanoi,1950,12400
8842,Vilnius,1950,9300
8843,Diego Garcia,1890,12400
8844, Western Asia,18,17200
8845,Funafuti,1920,12400
8846,Papeete,1900,12400
8847,Addis Ababa,19,9300
8848,Pristina,1950,22200
8849, Europe,20,9300
8850,Yamoussoukro,21,11600
8851,Islamabad,1960,9000
8852, Europe,20,12400
8853,Bishkek,1910,3100
8854, Europe,20,9000
8855,Abuja,1960,11600
8856,Adamstown,1950,39500
8857,Tegucigalpa,1930,24100
8858,Santo Domingo,1880,9300
8859, Europe,19,42800
8860,West Island,19,20900
8861,Harare,1920,11600
8862,Pretoria,20,9300
8863,Wellington,19,9300
8864,Yaren,1960,20900
8865,Port Vila,1960,9300
8866,Belmopan,20,9000
8867,New Delhi,1950,11600
8868,Baghdad,1910,5400
8869, Americas,19,9300
8870, Europe,19,25800
8871,Ankara,1940,9300
8872,Harare,19,12400
8873,Nuuk,1940,9300
8874,Porto-Novo,1940,12400
8875, Europe,20,9300
8876,Bogota,1950,22200
8877,Ulan Bator,1950,11600
8878,Kuwait City,1960,17200
8879,Lisbon,1960,9300
8880,Bujumbura,1970,9000
8881, Oceania,20,22200
8882,Dublin,1960,25800
8883,Pristina,18,9000
8884,Port of Spain,1920,9000
8885,Castries,1950,11600
8886, Oceania,20,22200
8887,Caracas,1950,9000
8888,Djibouti,20,9300
8889,Mexico City,1960,12400
8890, Europe,19,11600
8891,Kabul,20,9000
8892, Southern Europe,21,9300
8893,Stanley,1970,25800
8894, Asia,19,11600
8895, Eastern Africa,18,9000
8896, South America,18,12400
8897,Adamstown,1890,5400
8898,Gaborone,1970,9300
8899, Asia,19,20900
8900,Kathmandu,20,22200
8901,Dodoma,1890,9000
8902,Tegucigalpa,1880,17200
8903,Melekeok,19,20900
8904,Ottawa,20,17200
8905, Europe,20,22200
8906,Ashgabat,1950,5400
8907,Manila,1950,25800
8908,Longyearbyen,1950,5400
8909,Avarua,1950,20900
8910,Riga,1940,20900
8911,Port Vila,1960,9000
8912,Yaounde,1950,20900
8913,Astana,1960,22200
8914,Nicosia,1960,22200
8915,Longyearbyen,1960,17200
8916,Bangui,1960,9300
8917,Longyearbyen,1960,9000
8918,Rome,1970,17200
8919, Oceania,20,6500
8920,Roseau,1970,11600
8921, Europe,20,12400
8922,Torshavn,1820,9000
8923,Podgorica,1950,9000
8924,Gustavia,20,17200
8925, South America,18,11600
8926,Asmara,20,20900
8927, Americas,19,9300
8928,Gaborone,1930,34400
8929,Manama,1910,6500
8930,Avarua,19,17200
8931,Bangkok,20,12400
8932,Brazzaville,19,3100
8933,Nassau,1950,9300
8934,Andorra la Vella,1900,9300
8935, Southern Europe,18,43100
8936,Adamstown,1900,5400
8937,Thimphu,1900,17200
8938,Nouakchott,19,11600
8939,Vilnius,1920,11600
8940,Tashkent,1910,9300
8941,Bogota,1910,11600
8942,Wellington,1880,12400
8943,Harare,1920,9300
8944,Addis Ababa,1930,17200
8945,El-Aaiun,1960,12400
8946,Dodoma,1970,24100
8947,Tashkent,1910,5400
8948,Kralendijk,1960,20900
8949,Macao,1920,6500
8950,Yamoussoukro,1960,24100
8951,Andorra la Vella,1910,12400
8952,Havana,20,12400
8953,Mexico City,1910,24100
8954,Skopje,1970,6500
8955, Europe,19,11600
8956,Yerevan,1950,11600
8957,Georgetown,1920,17200
8958,Port Moresby,1960,9300
8959,San Juan,1960,9000
8960,Jakarta,1960,9300
8961,Sofia,1930,22200
8962,Ottawa,1950,11600
8963, Americas,19,5400
8964, Europe,20,9000
8965,Juba,20,11600
8966,Santo Domingo,1960,9000
8967,Nairobi,1960,17200
8968,Kampala,19,9300
8969,Kingston,1950,17200
8970,Djibouti,1950,24100
8971,Valletta,1950,11600
8972,Moroni,1970,22200
8973, Southern Africa,21,9000
8974,Yamoussoukro,1940,9300
8975,Banjul,1880,3100
8976,Philipsburg,1860,9300
8977, Europe,19,5400
8978, Eastern Asia,18,11600
8979, Caribbean,18,11600
8980,Baku,1890,11600
8981, Western Africa,21,24100
8982,Hanoi,1920,17200
8983,Vienna,1950,9000
8984, Europe,19,9300
8985,Abu Dhabi,1900,9000
8986,Libreville,1920,9000
8987,Copenhagen,1950,34400
8988, Europe,19,9300
8989,Tarawa,19,20900
8990, Southern Europe,21,9000
8991,Asmara,19,3100
8992,Mbabane,1960,9000
8993,Warsaw,1950,12400
8994,Skopje,1960,22200
8995,Cockburn Town,1950,9300
8996, Oceania,20,6500
8997,Bogota,1950,22200
8998,Mogadishu,1970,9300
8999, Europe,20,17200
9000, Oceania,20,25800
9001,Windhoek,19,12400
9002,Nouakchott,1960,5400
9003, Caribbean,18,9300
9004,Saint-Pierre,1960,9000
9005, Eastern Africa,21,11600
9006,San Juan,1920,9300
9007,Praia,1870,34400
9008,Nouakchott,1950,9300
9009, Polynesia,21,12400
9010,Luanda,1900,5400
9011,San Jose,1880,9300
9012,Belgrade,1960,39500
9013, Americas,19,11600
9014, Northern Europe,21,24100
9015,Macao,1930,9300
9016, Americas,19,11600
9017,Bucharest,1940,9000
9018,Roseau,1890,9300
9019,Santiago,1870,9300
9020, Asia,19,9300
9021,Quito,1930,24100
9022,Saipan,1900,5400
9023,Tarawa,19,9000
9024,Willemstad,1940,25800
9025, Asia,19,12400
9026, Europe,19,24100
9027,Bujumbura,19,24100
9028, Micronesia,18,9300
9029,Zagreb,1900,42800
9030, Eastern Africa,18,5400
9031,Cayenne,1890,17200
9032, Europe,19,22200
9033, Western Asia,18,9300
9034, Asia,20,25800
9035,Georgetown,1930,11600
9036, Southern Europe,21,6500
9037, South-Eastern Asia,21,25800
9038,Kiev,1940,9000
9039,Tashkent,1890,9300
9040,Addis Ababa,1940,17200
9041,Andorra la Vella,1950,9000
9042,Maputo,19,17200
9043,N'Djamena,19,11600
9044,Amsterdam,1960,17200
9045,Mogadishu,20,11600
9046,Harare,1930,17200
9047, Asia,19,17200
9048,Mata Utu,1940,9300
9049,Panama City,20,24100
9050,Abuja,1880,9300
9051,El-Aaiun,1970,34400
9052, Oceania,20,5400
9053,The Valley,1970,20900
9054,Bogota,1970,12400
9055, Oceania,20,22200
9056,Khartoum,1940,12400
9057,Ottawa,1900,9000
9058,Yerevan,1910,5400
9059,Beirut,1910,20900
9060,Taipei,1890,17200
9061,Lilongwe,1820,3100
9062, Asia,19,6500
9063, Central Asia,21,17200
9064,Dakar,1920,22200
9065,Gibraltar,1960,12400
9066, Americas,19,5400
9067, Americas,19,12400
9068,Ottawa,1890,9300
9069, Asia,19,22200
9070,West Island,19,9000
9071,Amman,21,17200
9072,Tunis,19,11600
9073,Lilongwe,19,9300
9074,Yamoussoukro,1890,12400
9075, Europe,19,11600
9076, Americas,19,20900
9077, Europe,19,22200
9078,Male,1970,22200
9079,Islamabad,1910,17200
9080,Muscat,1910,9000
9081, Asia,19,6500
9082,Vientiane,1890,22200
9083, Americas,19,22200
9084,Bangkok,1890,9300
9085,Cayenne,1890,20900
9086, Asia,19,9300
9087,Malabo,19,12400
9088, Northern Africa,18,20900
9089,Kinshasa,19,5400
9090,Praia,1810,9300
9091, Western Africa,18,17200
9092,Luanda,19,11600
9093, Americas,19,22200
9094,Lome,19,38600
9095,London,1900,22200
9096, Western Asia,18,12400
9097,Tripolis,1940,11600
9098, Europe,20,11600
9099, Asia,19,9300
9100,Cairo,19,5400
9101,Monrovia,1910,20900
9102, Eastern Europe,18,22200
9103,Berlin,1910,12400
9104, Asia,19,25800
9105,Vilnius,1950,22200
9106,Ljubljana,1950,12400
9107,Jakarta,1970,6500
9108,Asuncion,20,22200
9109,Porto-Novo,19,42800
9110,Diego Garcia,1880,38600
9111,Belmopan,1880,9300
9112,Luxembourg,1890,9300
9113,Nuku'alofa,1940,22200
9114,Majuro,1900,9000
9115, South America,21,24100
9116,Jamestown,1910,24100
9117,Kathmandu,1890,24100
9118, Europe,20,12400
9119,Moroni,1950,6500
9120,Tallinn,1950,24100
9121, Caribbean,18,9000
9122,Ouagadougou,19,25800
9123,Phnom Penh,1950,24100
9124, Central America,18,6500
9125, Melanesia,18,17200
9126,Wellington,1900,17200
9127, Europe,19,11600
9128,Pristina,1850,11600
9129,Tokyo,1960,9300
9130,Canberra,19,11600
9131, Americas,19,11600
9132,Jamestown,1950,9000
9133,Bamako,19,9300
9134,Praia,20,9300
9135,Tallinn,1910,12400
9136,Libreville,19,6500
9137,Willemstad,1930,11600
9138,Freetown,19,12400
9139, Europe,19,11600
9140,Libreville,1880,17200
9141,Reykjavik,1930,9000
9142, Western Asia,21,5400
9143,Astana,1920,3100
9144,Baku,1970,22200
9145,Yerevan,1810,24100
9146, Asia,19,3100
9147, South-Eastern Asia,20,3100
9148, Australia and New Zealand,21,12400
9149,Palikir,1970,9300
9150,Lusaka,19,9000
9151,Washington,1970,5400
9152, Western Asia,18,9300
9153,Gaborone,1870,17200
9154,Kinshasa,1880,25800
9155, Europe,19,5400
9156,Kingston,1950,17200
9157,Saint-Denis,1940,9000
9158, Caribbean,21,9300
9159,Ashgabat,1940,9000
9160, Australia and New Zealand,21,17200
9161, Americas,19,22200
9162, Europe,19,9000
9163, Asia,19,6500
9164,Stanley,1900,9000
9165,Sofia,1910,9300
9166,N'Djamena,19,22200
9167, Middle Africa,21,9300
9168, Western Asia,18,9300
9169,El-Aaiun,19,12400
9170,Libreville,19,6500
9171, Europe,19,22200
9172,Andorra la Vella,1900,17200
9173,Tunis,19,20900
9174, Europe,19,6500
9175,Macao,1880,22200
9176,Manama,1880,24100
9177,Santiago,1900,11600
9178,Buenos Aires,20,3100
9179,"Douglas, Isle of Man",18,9300
9180,Gaborone,19,38600
9181,Thimphu,1950,17200
9182, Asia,19,24100
9183,Malabo,1890,20900
9184,Jamestown,1890,9300
9185,Kuala Lumpur,1890,11600
9186,Honiara,1890,6500
9187, Europe,19,20900
9188, Americas,19,11600
9189,Porto-Novo,19,9000
9190,Lilongwe,1960,11600
9191,Hamilton,1960,25800
9192, Caribbean,21,22200
9193,Macao,1900,9300
9194, Europe,19,11600
9195,Noumea,19,11600
9196, Europe,20,9300
9197,Wellington,19,17200
9198,Bern,1950,9300
9199,Kuala Lumpur,1880,6500
9200,Santo Domingo,1920,9300
9201,Lome,1900,6500
9202,Kralendijk,1970,9000
9203, Southern Africa,21,25800
9204,Belgrade,1930,12400
9205,Plymouth,1890,17200
9206,Vienna,1900,9300
9207, Americas,19,12400
9208, Asia,19,9300
9209,Nassau,1930,24100
9210,Sofia,1920,11600
9211, Europe,19,9300
9212, Asia,19,5400
9213, Caribbean,21,17200
9214,Nassau,1950,9000
9215,Bogota,1910,5400
9216,Nuku'alofa,1880,24100
9217,Dublin,1960,9300
9218, South America,18,9000
9219, Central Asia,18,17200
9220, Americas,19,22200
9221,Bissau,19,9300
9222,Honiara,19,20900
9223,Torshavn,1820,9000
9224, Europe,19,11600
9225, South America,21,24100
9226,Addis Ababa,1860,20900
9227,Apia,1930,17200
9228, Oceania,20,22200
9229, Americas,19,17200
9230,Castries,1930,12400
9231,Victoria,1890,9300
9232,Asuncion,1880,22200
9233,Copenhagen,1900,34400
9234,Tokyo,20,34700
9235,Moroni,19,9000
9236, Europe,19,11600
9237,Stockholm,1960,20900
9238,Nassau,1940,9300
9239, Europe,19,9000
9240, Eastern Asia,18,20900
9241, Europe,19,25800
9242, Americas,19,9300
9243, Asia,19,12400
9244, Asia,19,6500
9245,Astana,1960,9300
9246,Grytviken,1890,24100
9247,Praia,1810,9300
9248,N'Djamena,1990,9300
9249,Yaounde,20,9300
9250,San Salvador,1900,9300
9251, Europe,19,20900
9252,Dakar,19,20900
9253,Asuncion,20,3100
9254, Eastern Africa,18,20900
9255, Eastern Africa,18,11600
9256, Americas,19,11600
9257,West Island,19,9000
9258,Djibouti,1940,6500
9259,Yamoussoukro,1860,25800
9260,Noumea,1970,39500
9261, Melanesia,18,9300
9262, Europe,20,22200
9263, Eastern Asia,21,6500
9264,Vienna,1950,3100
9265,Jerusalem,1960,17200
9266,Canberra,1930,20900
9267, Europe,19,9300
9268, Asia,19,5400
9269, Western Asia,18,9000
9270,Basseterre,1890,5400
9271, Western Africa,18,9300
9272,Singapur,1790,11600
9273,Nassau,1930,11600
9274, Western Africa,21,11600
9275,Dakar,19,9000
9276,Cockburn Town,1830,12400
9277,Victoria,1910,5400
9278, Asia,19,20900
9279,Sao Tome,19,17200
9280,Santo Domingo,2000,12400
9281, Americas,19,38600
9282,Algiers,19,9000
9283, Europe,19,12400
9284,Muscat,1970,9000
9285,Santo Domingo,1950,24100
9286, Americas,19,11600
9287, Europe,19,24100
9288,New Delhi,1930,9300
9289, Europe,19,5400
9290, Europe,19,9000
9291, Europe,19,22200
9292,Praia,1960,9000
9293, Americas,19,3100
9294,Dili,1890,25800
9295,Tarawa,1920,11600
9296, Europe,20,9000
9297, Europe,20,17200
9298, Americas,19,6500
9299,Castries,1910,9300
9300,Basseterre,1910,12400
9301,Saint Helier,1880,9300
9302,Praia,1900,11600
9303, Europe,19,17200
9304, Europe,19,5400
9305, Asia,19,20900
9306,Diego Garcia,1900,5400
9307,San Juan,1950,12400
9308,Brussels,1890,12400
9309,Port Moresby,19,17200
9310, Americas,19,22200
9311, Americas,19,34400
9312, Americas,19,9300
9313, Americas,19,5400
9314,Juba,1950,17200
9315, Americas,19,17200
9316, Western Africa,21,11600
9317, Europe,20,22200
9318,Tokyo,1890,22200
9319,George Town,1930,25800
9320,Antananarivo,19,9300
9321,Tokyo,1890,11600
9322,Moroni,21,3100
9323,Dublin,1900,22200
9324, Caribbean,18,9000
9325,Dodoma,20,9300
9326,Brussels,1900,6500
9327,Pretoria,1900,6500
9328,Alofi,19,25800
9329,Noumea,1900,20900
9330,Nicosia,1950,24100
9331,Accra,19,11600
9332,Kathmandu,20,22200
9333, Oceania,20,3100
9334,Funafuti,1900,5400
9335,Castries,1920,11600
9336,Cockburn Town,1950,20900
9337,Majuro,1900,34700
9338,Nuku'alofa,19,25800
9339,Port Moresby,1900,22200
9340,Bogota,1980,9300
9341,Banjul,1890,12400
9342, Americas,19,22200
9343,Malabo,1900,11600
9344,Praia,1870,9000
9345, Northern Europe,21,17200
9346,St. John's,1890,24100
9347,Sucre,1880,6500
9348,Alofi,1900,9300
9349,Sanaa,1960,11600
9350, Europe,19,34700
9351,London,1900,17200
9352,Libreville,20,11600
9353, Asia,19,12400
9354,Porto-Novo,1980,34400
9355,Palikir,19,25800
9356,West Island,19,6500
9357,Bridgetown,1920,24100
9358,Gibraltar,1890,17200
9359,Funafuti,1900,5400
9360, Americas,19,11600
9361,Kuwait City,1890,20900
9362,Monaco,1910,9000
9363, Americas,19,22200
9364,Addis Ababa,1900,9300
9365,Bujumbura,1960,20900
9366,Alofi,1970,5400
9367,Victoria,1880,9000
9368,Stanley,1890,12400
9369,Tarawa,1890,11600
9370, Asia,19,20900
9371,Quito,1900,17200
9372,Tbilisi,1970,49000
9373,Oslo,1900,6500
9374,Diego Garcia,1900,9300
9375,Abu Dhabi,1920,20900
9376,Tirana,1890,22200
9377,Cayenne,1890,34700
9378, Americas,19,5400
9379,Prague,1880,24100
9380,Baku,1860,24100
9381,Tbilisi,20,6500
9382, Americas,19,5400
9383,Cockburn Town,1900,12400
9384,Hong Kong,20,11600
9385,Alofi,19,5400
9386, Europe,19,11600
9387,Plymouth,1940,38600
9388,Managua,1970,17200
9389, Americas,19,25800
9390,Tirana,1960,22200
9391, Americas,19,11600
9392,Macao,1900,38600
9393,Pyongyang,1890,5400
9394,Brazzaville,1900,25800
9395,Tashkent,1900,11600
9396, Asia,19,6500
9397,Macao,1890,11600
9398,Yerevan,20,9300
9399,Brussels,1900,6500
9400, Americas,19,25800
9401,Ulan Bator,1890,5400
9402,Rabat,19,22200
9403,Buenos Aires,1890,5400
9404,Palikir,1890,20900
9405,Tbilisi,20,12400
9406,Moscow,1890,6500
9407,Papeete,1880,22200
9408,Hamilton,1880,39500
9409,Antananarivo,19,34400
9410,Ottawa,1890,9300
9411, Asia,19,20900
9412, Europe,19,24100
9413, Europe,19,6500
9414,Santiago,1940,17200
9415,Oslo,1890,3100
9416,Wellington,1880,24100
