,city,century,Income ($)
8378,Beirut,20,43100
8379,Beijing,19,17200
8380,Lusaka,20,9000
8381,Kinshasa,20,9300
8382,Longyearbyen,20,25800
8383,San Juan,18,5400
8384,Kingstown,19,9000
8385,Managua,19,9000
8386,Buenos Aires,19,6500
8387,Papeete,19,24100
8388,Belmopan,19,11600
8389,Washington,20,22200
8390,Port-au-Prince,19,6500
8391,Dhaka,20,9300
8392,Manila,19,9300
8393,Bogota,18,9300
8394,Palikir,19,9300
8395,Cockburn Town,20,9300
8396,Kinshasa,19,11600
8397,Mariehamn,20,20900
8398,Vientiane,19,9000
8399,Papeete,19,5400
8400,Canberra,20,24100
8401,Tehran,18,9000
8402,Alofi,20,22200
8403,Nuku'alofa,19,9300
8404,St. John's,20,12400
8405, Asia,21,24100
8406,Brazzaville,20,5400
8407,Oranjestad,20,6500
8408,Muscat,19,12400
8409,Manila,19,22200
8410,Port-au-Prince,20,11600
8411,Kralendijk,20,9300
8412,Athens,20,9300
8413,Santo Domingo,19,17200
8414,Lusaka,20,12400
8415,Brazzaville,19,6500
8416,Muscat,19,20900
8417,Fort-de-France,19,22200
8418, Europe,18,6500
8419,St. John's,19,9300
8420,Willemstad,19,12400
8421,Sarajevo,20,34700
8422,Gaborone,20,22200
8423,Algiers,19,12400
8424,Nairobi,20,11600
8425,Beirut,20,5400
8426,Macao,20,9300
8427,Taipei,19,6500
8428,Freetown,20,6500
8429,Kingston,19,9000
8430,Rome,19,12400
8431,Baku,20,17200
8432,Macao,19,12400
8433,Adamstown,20,5400
8434,Stockholm,20,20900
8435,Mariehamn,20,11600
8436,Maputo,20,9300
8437,Helsinki,20,12400
8438,Kingston,19,9000
8439,Andorra la Vella,20,3100
8440,Vilnius,20,9300
8441,Amsterdam,20,24100
8442,Ulan Bator,19,9300
8443,Tarawa,19,20900
8444,Saint-Denis,19,3100
8445,Thimphu,19,11600
8446, Southern Europe,21,5400
8447,Rabat,19,11600
8448,Bishkek,20,9000
8449,Hanoi,20,11600
8450,Dushanbe,19,11600
8451,Riyadh,20,22200
8452,Honiara,19,9300
8453,Khartoum,19,9300
8454,London,20,22200
8455,London,19,5400
8456,El-Aaiun,19,17200
8457,West Island,18,17200
8458,The Valley,19,25800
8459,Nouakchott,20,9300
8460,Belgrade,20,20900
8461,Santiago,19,9300
8462,Hamilton,20,9300
8463,Cayenne,19,11600
8464,Beijing,19,9300
8465,Road Town,20,22200
8466,Reykjavik,20,9300
8467,Andorra la Vella,20,24100
8468,Taipei,19,9000
8469,Kigali,19,20900
8470,West Island,20,22200
8471,Guatemala City,18,6500
8472,Malabo,20,20900
8473, Western Europe,21,9300
8474,Sucre,20,6500
8475,Melekeok,19,3100
8476,Andorra la Vella,20,24100
8477,Castries,18,6500
8478,Jakarta,20,6500
8479,Libreville,19,12400
8480,Luanda,19,11600
8481,Hanoi,20,24100
8482,Bishkek,19,9000
8483, Africa,21,6500
8484,Port of Spain,20,20900
8485,Nuku'alofa,20,24100
8486,Port Moresby,20,11600
8487, Europe,18,3100
8488, Micronesia,18,9300
8489,West Island,19,17200
8490,Tirana,19,9000
8491,Apia,21,9000
8492,Maseru,19,11600
8493,Quito,20,12400
8494,Lilongwe,20,12400
8495,Paramaribo,20,9300
8496,Tegucigalpa,19,6500
8497,Jakarta,19,11600
8498,Lome,19,9000
8499,Port of Spain,19,17200
8500,Bratislava,20,9300
8501,Seoul,20,20900
8502,Paramaribo,19,17200
8503,Baku,20,5400
8504,Bamako,19,9300
8505,Castries,19,42800
8506,Baku,20,22200
8507,Avarua,20,5400
8508,Dodoma,19,9000
8509,Riga,20,12400
8510,Gaborone,20,11600
8511,Muscat,20,12400
8512,Antananarivo,20,12400
8513,Bogota,19,11600
8514,Dublin,19,9000
8515,Vientiane,19,9000
8516,Phnom Penh,20,6500
8517,Saipan,20,9300
8518,Riga,19,9000
8519,Bissau,19,5400
8520,Monrovia,19,9300
8521,Kralendijk,19,11600
8522,Harare,20,25800
8523,N'Djamena,19,42800
8524,Banjul,20,12400
8525,Hanoi,20,17200
8526,Bangui,19,9000
8527,Fort-de-France,20,17200
8528,Nay Pyi Taw,20,9000
8529,Bissau,18,9300
8530, Africa,21,17200
8531,Chisinau,19,9000
8532,London,20,34700
8533,Banjul,19,20900
8534,Skopje,20,5400
8535,Avarua,19,25800
8536,Cayenne,20,20900
8537,Lusaka,19,22200
8538,Diego Garcia,20,12400
8539,Harare,19,17200
8540,Quito,19,11600
8541,Damascus,19,9300
8542,Lilongwe,20,9300
8543,Oslo,20,25800
8544,Sofia,20,11600
8545,East Jerusalem,19,11600
8546,Fort-de-France,20,11600
8547,Malabo,20,20900
8548,Baghdad,20,9300
8549,Santiago,19,11600
8550,Addis Ababa,20,9300
8551,Minsk,19,9300
8552,Seoul,19,17200
8553,Nay Pyi Taw,19,11600
8554,Panama City,19,9000
8555,Kuala Lumpur,19,9000
8556,Saint-Pierre,19,6500
8557,Muscat,20,9000
8558,Kingston,19,22200
8559,Ljubljana,19,9000
8560,Budapest,19,6500
8561,Monaco,20,20900
8562,Tashkent,19,6500
8563,Muscat,20,25800
8564,Melekeok,19,12400
8565,The Valley,19,6500
8566,Jamestown,19,9300
8567,Kinshasa,19,6500
8568,Mexico City,20,20900
8569,Athens,19,9000
8570,Monaco,19,25800
8571,Quito,19,12400
8572,Pretoria,19,3100
8573,Pristina,19,6500
8574,Tunis,20,9000
8575,Bandar Seri Begawan,20,6500
8576,Basseterre,19,11600
8577,Saint-Pierre,21,3100
8578,Freetown,19,34400
8579,Dakar,20,9300
8580,Honiara,19,9000
8581,Pago Pago,19,12400
8582,Bujumbura,19,24100
8583,Kralendijk,19,20900
8584,Jamestown,20,3100
8585,Porto-Novo,20,9000
8586,Grytviken,20,9000
8587,Kingstown,21,9300
8588,New Delhi,19,9300
8589,Tarawa,20,22200
8590,Khartoum,19,9300
8591,Basseterre,19,22200
8592,Manama,20,17200
8593,Zagreb,20,20900
8594,Brussels,20,17200
8595,Minsk,20,11600
8596,Ulan Bator,19,20900
8597,Nicosia,20,17200
8598,Sucre,20,9000
8599,West Island,20,9000
8600,Vatican City,20,9300
8601,Asmara,19,9300
8602,Accra,20,9000
8603,Roseau,20,9300
8604,Hagatna,20,6500
8605,Budapest,19,17200
8606, Southern Europe,21,20900
8607,St. John's,19,25800
8608,Vilnius,19,12400
8609,Mexico City,18,9300
8610, Eastern Africa,18,9000
8611,Bangui,19,11600
8612,Rabat,19,9300
8613,Kuala Lumpur,19,5400
8614,Mariehamn,20,9000
8615,Monrovia,20,9000
8616,Sofia,20,9000
8617,Oranjestad,19,34400
8618,Port Vila,20,5400
8619,Basseterre,20,22200
8620,Ljubljana,19,17200
8621,Kabul,19,43100
8622,Montevideo,20,17200
8623,Hanoi,20,9000
8624,Mbabane,19,20900
8625,Luanda,20,9000
8626,Rome,19,12400
8627,Palikir,20,24100
8628,Brussels,20,9300
8629,Saint Helier,20,9300
8630, Europe,18,20900
8631,Washington,20,9300
8632,Zagreb,19,9000
8633,Hamilton,20,5400
8634,Bangui,20,9000
8635,Baku,20,11600
8636,Praia,19,12400
8637,Nuku'alofa,19,17200
8638,Gustavia,19,9300
8639,Tokyo,19,25800
8640,Beirut,19,11600
8641,Hamilton,20,12400
8642,Damascus,20,17200
8643,Cairo,20,24100
8644,Beijing,20,22200
8645,Hagatna,20,12400
8646,Porto-Novo,19,24100
8647,Roseau,20,9000
8648,Tegucigalpa,20,6500
8649,Kuwait City,19,6500
8650,Paramaribo,20,6500
8651,Singapur,19,11600
8652,Ulan Bator,20,34400
8653,Warsaw,20,6500
8654,Dili,20,12400
8655,Bujumbura,20,9300
8656,Islamabad,20,5400
8657,Budapest,20,22200
8658,Havana,20,11600
8659,Bridgetown,19,11600
8660,Suva,20,9000
8661, Europe,18,5400
8662, Europe,18,11600
8663,Baku,20,12400
8664,Jerusalem,19,9300
8665,Praia,20,39500
8666,Victoria,20,24100
8667,Praia,20,9300
8668,Plymouth,19,6500
8669, Europe,18,43100
8670,New Delhi,20,9300
8671,Minsk,19,12400
8672,Riga,20,9000
8673,Kigali,18,22200
8674,Bogota,19,5400
8675,Cayenne,19,12400
8676,Cockburn Town,19,3100
8677,Nouakchott,20,24100
8678,Quito,20,9300
8679,Nouakchott,19,9300
8680,Plymouth,19,12400
8681,East Jerusalem,19,25800
8682, Africa,21,12400
8683,Prague,19,22200
8684,Bucharest,20,45500
8685,Male,19,6500
8686,Freetown,19,9300
8687,Vienna,19,12400
8688,Suva,20,11600
8689,Melekeok,19,9000
8690,Brazzaville,19,5400
8691,Nay Pyi Taw,20,9300
8692,East Jerusalem,20,17200
8693,Buenos Aires,19,9000
8694,Wellington,19,22200
8695,Zagreb,21,25800
8696, Caribbean,21,11600
8697,Tegucigalpa,20,25800
8698,"Douglas, Isle of Man",20,9000
8699,Jamestown,20,12400
8700,Suva,19,20900
8701,Bogota,20,9000
8702,Singapur,19,5400
8703,Mamoudzou,20,9300
8704,Cairo,20,43100
8705,Hamilton,20,20900
8706,Windhoek,20,9300
8707,Reykjavik,20,6500
8708,Riga,20,5400
8709,Hamilton,20,5400
8710,Phnom Penh,20,17200
8711,Rome,20,12400
8712,Asuncion,19,5400
8713,Asmara,20,11600
8714,Alofi,20,17200
8715,Mexico City,20,11600
8716,Marigot,19,11600
8717,Bishkek,20,9000
8718,Kralendijk,20,9000
8719,East Jerusalem,20,9300
8720,Nay Pyi Taw,20,9300
8721,Plymouth,19,9300
8722,Adamstown,20,6500
8723,Suva,20,11600
8724,Beijing,20,6500
8725,Port-aux-Francais,19,34400
8726,Conakry,19,12400
8727,Kuwait City,20,20900
8728,Skopje,20,9300
8729,London,20,39500
8730,Nouakchott,20,12400
8731,Addis Ababa,20,12400
8732,Chisinau,20,22200
8733,Baghdad,20,20900
8734,Amsterdam,20,5400
8735,London,20,9000
8736,Georgetown,20,20900
8737,Bangkok,20,34400
8738,Vilnius,19,9300
8739,Marigot,18,5400
8740,El-Aaiun,20,11600
8741,Belmopan,20,24100
8742,San Jose,20,9300
8743,Tegucigalpa,20,9000
8744,Hanoi,20,5400
8745,Tirana,20,9300
8746,Majuro,20,17200
8747,Maseru,20,20900
8748,Kingston,20,12400
8749,Saint Helier,20,22200
8750,Diego Garcia,20,17200
8751,Bamako,20,9300
8752,Manila,20,24100
8753,Nay Pyi Taw,20,9000
8754,Asmara,20,9300
8755,Praia,20,12400
8756,Windhoek,19,20900
8757,Mamoudzou,19,12400
8758,Canberra,20,9000
8759,Mariehamn,19,25800
8760,Pago Pago,19,9000
8761,Oranjestad,20,9300
8762,Vientiane,20,22200
8763,Colombo,19,9300
8764,Georgetown,20,24100
8765,Port-aux-Francais,19,9300
8766,Avarua,19,24100
8767,Ashgabat,18,11600
8768,Dhaka,20,6500
8769,Victoria,19,11600
8770,Tehran,20,12400
8771,Moscow,19,11600
8772,Dodoma,20,17200
8773,Montevideo,20,12400
8774,Dodoma,20,11600
8775,Warsaw,20,9000
8776,Belmopan,20,6500
8777,Charlotte Amalie,20,6500
8778,Conakry,20,11600
8779,Brussels,20,11600
8780,Willemstad,20,20900
8781,Helsinki,20,22200
8782,Maseru,20,22200
8783,Beirut,19,9300
8784,Kinshasa,20,11600
8785,Riga,19,12400
8786,Avarua,19,6500
8787,Baku,20,20900
8788,Harare,18,11600
8789,Washington,20,17200
8790,Tbilisi,20,6500
8791,Dublin,19,12400
8792,Porto-Novo,20,20900
8793,Marigot,21,9000
8794,Havana,18,22200
8795,Papeete,19,11600
8796,Bratislava,19,9300
8797, Asia,21,17200
8798,Prague,20,9300
8799,Bishkek,20,6500
8800,Nuuk,20,3100
8801,Havana,20,9300
8802,Manila,19,11600
8803,Jerusalem,19,20900
8804,Mata Utu,20,34400
8805,Porto-Novo,20,11600
8806,Yerevan,19,9000
8807,Yaren,20,42800
8808,Conakry,20,9300
8809,Rome,20,6500
8810,Ljubljana,20,22200
8811,Djibouti,20,9000
8812,Tegucigalpa,20,6500
8813,Tunis,20,9000
8814,Abuja,20,34700
8815,Bamako,18,9300
8816,Bissau,20,9300
8817,Minsk,20,6500
8818,Sucre,20,11600
8819,Jamestown,20,9300
8820,Rabat,20,6500
8821,Bangkok,19,9300
8822,Lima,20,12400
8823,Sanaa,20,5400
8824,Tripolis,20,5400
8825,Brazzaville,19,9000
8826,Suva,20,12400
8827,Adamstown,20,17200
8828,Port-au-Prince,20,22200
8829,Conakry,18,9000
8830,Santiago,19,17200
8831,Georgetown,20,11600
8832,Asuncion,20,24100
8833,Belgrade,20,22200
8834,Tirana,20,9300
8835,Cockburn Town,20,9300
8836,Kinshasa,20,20900
8837,Tegucigalpa,20,9300
8838,Canberra,20,9000
8839,St. George's,19,6500
8840,Bratislava,20,22200
8841,Hanoi,20,12400
8842,Vilnius,20,9300
8843,Diego Garcia,19,12400
8844,Sanaa,18,17200
8845,Funafuti,20,12400
8846,Papeete,20,12400
8847,Addis Ababa,19,9300
8848,Pristina,20,22200
8849,Lisbon,20,9300
8850, Africa,21,11600
8851,Islamabad,20,9000
8852,Paris,20,12400
8853,Bishkek,20,3100
8854,Oslo,20,9000
8855,Abuja,20,11600
8856,Adamstown,20,39500
8857,Tegucigalpa,20,24100
8858,Santo Domingo,19,9300
8859,Chisinau,19,42800
8860,West Island,19,20900
8861,Harare,20,11600
8862,Pretoria,20,9300
8863,Wellington,19,9300
8864,Yaren,20,20900
8865,Port Vila,20,9300
8866,Belmopan,20,9000
8867,New Delhi,20,11600
8868,Baghdad,20,5400
8869,Hamilton,19,9300
8870,"Douglas, Isle of Man",19,25800
8871,Ankara,20,9300
8872,Harare,19,12400
8873,Nuuk,20,9300
8874,Porto-Novo,20,12400
8875,Gibraltar,20,9300
8876,Bogota,20,22200
8877,Ulan Bator,20,11600
8878,Kuwait City,20,17200
8879,Lisbon,20,9300
8880,Bujumbura,20,9000
8881,Alofi,20,22200
8882,Dublin,20,25800
8883, Europe,18,9000
8884,Port of Spain,20,9000
8885,Castries,20,11600
8886,Port Moresby,20,22200
8887,Caracas,20,9000
8888,Djibouti,20,9300
8889,Mexico City,20,12400
8890,Vatican City,19,11600
8891,Kabul,20,9000
8892,Belgrade,21,9300
8893,Stanley,20,25800
8894,Sanaa,19,11600
8895,Mamoudzou,18,9000
8896, South America,18,12400
8897,Adamstown,19,5400
8898,Gaborone,20,9300
8899,Jakarta,19,20900
8900,Kathmandu,20,22200
8901,Dodoma,19,9000
8902,Tegucigalpa,19,17200
8903,Melekeok,19,20900
8904,Ottawa,20,17200
8905,Oslo,20,22200
8906,Ashgabat,20,5400
8907,Manila,20,25800
8908,Longyearbyen,20,5400
8909,Avarua,20,20900
8910,Riga,20,20900
8911,Port Vila,20,9000
8912,Yaounde,20,20900
8913,Astana,20,22200
8914,Nicosia,20,22200
8915,Longyearbyen,20,17200
8916,Bangui,20,9300
8917,Longyearbyen,20,9000
8918,Rome,20,17200
8919,Canberra,20,6500
8920,Roseau,20,11600
8921,Lisbon,20,12400
8922,Torshavn,19,9000
8923,Podgorica,20,9000
8924,Gustavia,20,17200
8925,Grytviken,18,11600
8926,Asmara,20,20900
8927,Nuuk,19,9300
8928,Gaborone,20,34400
8929,Manama,20,6500
8930,Avarua,19,17200
8931,Bangkok,20,12400
8932,Brazzaville,19,3100
8933,Nassau,20,9300
8934,Andorra la Vella,20,9300
8935, Europe,18,43100
8936,Adamstown,20,5400
8937,Thimphu,20,17200
8938,Nouakchott,19,11600
8939,Vilnius,20,11600
8940,Tashkent,20,9300
8941,Bogota,20,11600
8942,Wellington,19,12400
8943,Harare,20,9300
8944,Addis Ababa,20,17200
8945,El-Aaiun,20,12400
8946,Dodoma,20,24100
8947,Tashkent,20,5400
8948,Kralendijk,20,20900
8949,Macao,20,6500
8950,Yamoussoukro,20,24100
8951,Andorra la Vella,20,12400
8952,Havana,20,12400
8953,Mexico City,20,24100
8954,Skopje,20,6500
8955,Podgorica,19,11600
8956,Yerevan,20,11600
8957,Georgetown,20,17200
8958,Port Moresby,20,9300
8959,San Juan,20,9000
8960,Jakarta,20,9300
8961,Sofia,20,22200
8962,Ottawa,20,11600
8963,Buenos Aires,19,5400
8964,Rome,20,9000
8965,Juba,20,11600
8966,Santo Domingo,20,9000
8967,Nairobi,20,17200
8968,Kampala,19,9300
8969,Kingston,20,17200
8970,Djibouti,20,24100
8971,Valletta,20,11600
8972,Moroni,20,22200
8973, Africa,21,9000
8974,Yamoussoukro,20,9300
8975,Banjul,19,3100
8976,Philipsburg,19,9300
8977,Ljubljana,19,5400
8978,Pyongyang,18,11600
8979,The Valley,18,11600
8980,Baku,19,11600
8981, Africa,21,24100
8982,Hanoi,20,17200
8983,Vienna,20,9000
8984,Mariehamn,19,9300
8985,Abu Dhabi,20,9000
8986,Libreville,20,9000
8987,Copenhagen,20,34400
8988,Madrid,19,9300
8989,Tarawa,19,20900
8990,Sarajevo,21,9000
8991,Asmara,19,3100
8992,Mbabane,20,9000
8993,Warsaw,20,12400
8994,Skopje,20,22200
8995,Cockburn Town,20,9300
8996,Nuku'alofa,20,6500
8997,Bogota,20,22200
8998,Mogadishu,20,9300
8999,Moscow,20,17200
9000,West Island,20,25800
9001,Windhoek,19,12400
9002,Nouakchott,20,5400
9003,Port of Spain,18,9300
9004,Saint-Pierre,20,9000
9005, Africa,21,11600
9006,San Juan,20,9300
9007,Praia,19,34400
9008,Nouakchott,20,9300
9009,Apia,21,12400
9010,Luanda,20,5400
9011,San Jose,19,9300
9012,Belgrade,20,39500
9013,Fort-de-France,19,11600
9014,Dublin,21,24100
9015,Macao,20,9300
9016,Bridgetown,19,11600
9017,Bucharest,20,9000
9018,Roseau,19,9300
9019,Santiago,19,9300
9020,Kabul,19,9300
9021,Quito,20,24100
9022,Saipan,20,5400
9023,Tarawa,19,9000
9024,Willemstad,20,25800
9025,Islamabad,19,12400
9026,Madrid,19,24100
9027,Bujumbura,19,24100
9028,Palikir,18,9300
9029,Zagreb,20,42800
9030,Mamoudzou,18,5400
9031,Cayenne,19,17200
9032,Chisinau,19,22200
9033, Western Asia,18,9300
9034,Beijing,20,25800
9035,Georgetown,20,11600
9036,Zagreb,21,6500
9037, Asia,21,25800
9038,Kiev,20,9000
9039,Tashkent,19,9300
9040,Addis Ababa,20,17200
9041,Andorra la Vella,20,9000
9042,Maputo,19,17200
9043,N'Djamena,19,11600
9044,Amsterdam,20,17200
9045,Mogadishu,20,11600
9046,Harare,20,17200
9047,Islamabad,19,17200
9048,Mata Utu,20,9300
9049,Panama City,20,24100
9050,Abuja,19,9300
9051,El-Aaiun,20,34400
9052,Yaren,20,5400
9053,The Valley,20,20900
9054,Bogota,20,12400
9055,Wellington,20,22200
9056,Khartoum,20,12400
9057,Ottawa,20,9000
9058,Yerevan,20,5400
9059,Beirut,20,20900
9060,Taipei,19,17200
9061,Lilongwe,19,3100
9062,Tehran,19,6500
9063, Asia,21,17200
9064,Dakar,20,22200
9065,Gibraltar,20,12400
9066,Cayenne,19,5400
9067,Caracas,19,12400
9068,Ottawa,19,9300
9069,Nay Pyi Taw,19,22200
9070,West Island,19,9000
9071, Asia,21,17200
9072,Tunis,19,11600
9073,Lilongwe,19,9300
9074,Yamoussoukro,19,12400
9075,Skopje,19,11600
9076,San Juan,19,20900
9077,Andorra la Vella,19,22200
9078,Male,20,22200
9079,Islamabad,20,17200
9080,Muscat,20,9000
9081,Abu Dhabi,19,6500
9082,Vientiane,19,22200
9083,Quito,19,22200
9084,Bangkok,19,9300
9085,Cayenne,19,20900
9086,Bangkok,19,9300
9087,Malabo,19,12400
9088,El-Aaiun,18,20900
9089,Kinshasa,19,5400
9090,Praia,19,9300
9091,Freetown,18,17200
9092,Luanda,19,11600
9093,Port of Spain,19,22200
9094,Lome,19,38600
9095,London,20,22200
9096,Baku,18,12400
9097,Tripolis,20,11600
9098,Skopje,20,11600
9099,Nay Pyi Taw,19,9300
9100,Cairo,19,5400
9101,Monrovia,20,20900
9102, Europe,18,22200
9103,Berlin,20,12400
9104,Muscat,19,25800
9105,Vilnius,20,22200
9106,Ljubljana,20,12400
9107,Jakarta,20,6500
9108,Asuncion,20,22200
9109,Porto-Novo,19,42800
9110,Diego Garcia,19,38600
9111,Belmopan,19,9300
9112,Luxembourg,19,9300
9113,Nuku'alofa,20,22200
9114,Majuro,20,9000
9115,Santiago,21,24100
9116,Jamestown,20,24100
9117,Kathmandu,19,24100
9118,Zagreb,20,12400
9119,Moroni,20,6500
9120,Tallinn,20,24100
9121, Caribbean,18,9000
9122,Ouagadougou,19,25800
9123,Phnom Penh,20,24100
9124, Central America,18,6500
9125,Port Vila,18,17200
9126,Wellington,20,17200
9127,Vilnius,19,11600
9128,Pristina,19,11600
9129,Tokyo,20,9300
9130,Canberra,19,11600
9131,Stanley,19,11600
9132,Jamestown,20,9000
9133,Bamako,19,9300
9134,Praia,20,9300
9135,Tallinn,20,12400
9136,Libreville,19,6500
9137,Willemstad,20,11600
9138,Freetown,19,12400
9139,Podgorica,19,11600
9140,Libreville,19,17200
9141,Reykjavik,20,9000
9142, Asia,21,5400
9143,Astana,20,3100
9144,Baku,20,22200
9145,Yerevan,19,24100
9146,Baghdad,19,3100
9147,Hanoi,20,3100
9148,West Island,21,12400
9149,Palikir,20,9300
9150,Lusaka,19,9000
9151,Washington,20,5400
9152,Yerevan,18,9300
9153,Gaborone,19,17200
9154,Kinshasa,19,25800
9155,Amsterdam,19,5400
9156,Kingston,20,17200
9157,Saint-Denis,20,9000
9158,St. George's,21,9300
9159,Ashgabat,20,9000
9160,Flying Fish Cove,21,17200
9161,Nassau,19,22200
9162,Monaco,19,9000
9163,Sanaa,19,6500
9164,Stanley,20,9000
9165,Sofia,20,9300
9166,N'Djamena,19,22200
9167, Africa,21,9300
9168,Sanaa,18,9300
9169,El-Aaiun,19,12400
9170,Libreville,19,6500
9171,Warsaw,19,22200
9172,Andorra la Vella,20,17200
9173,Tunis,19,20900
9174,London,19,6500
9175,Macao,19,22200
9176,Manama,19,24100
9177,Santiago,20,11600
9178,Buenos Aires,20,3100
9179, Europe,18,9300
9180,Gaborone,19,38600
9181,Thimphu,20,17200
9182,Nay Pyi Taw,19,24100
9183,Malabo,19,20900
9184,Jamestown,19,9300
9185,Kuala Lumpur,19,11600
9186,Honiara,19,6500
9187,London,19,20900
9188,San Salvador,19,11600
9189,Porto-Novo,19,9000
9190,Lilongwe,20,11600
9191,Hamilton,20,25800
9192, Caribbean,21,22200
9193,Macao,20,9300
9194,Rome,19,11600
9195,Noumea,19,11600
9196,Luxembourg,20,9300
9197,Wellington,19,17200
9198,Bern,20,9300
9199,Kuala Lumpur,19,6500
9200,Santo Domingo,20,9300
9201,Lome,20,6500
9202,Kralendijk,20,9000
9203, Africa,21,25800
9204,Belgrade,20,12400
9205,Plymouth,19,17200
9206,Vienna,20,9300
9207,Basseterre,19,12400
9208,Pyongyang,19,9300
9209,Nassau,20,24100
9210,Sofia,20,11600
9211,Warsaw,19,9300
9212,Hong Kong,19,5400
9213,Marigot,21,17200
9214,Nassau,20,9000
9215,Bogota,20,5400
9216,Nuku'alofa,19,24100
9217,Dublin,20,9300
9218,Asuncion,18,9000
9219,Ashgabat,18,17200
9220,Mexico City,19,22200
9221,Bissau,19,9300
9222,Honiara,19,20900
9223,Torshavn,19,9000
9224,Podgorica,19,11600
9225,Sucre,21,24100
9226,Addis Ababa,19,20900
9227,Apia,20,17200
9228,Canberra,20,22200
9229,Guatemala City,19,17200
9230,Castries,20,12400
9231,Victoria,19,9300
9232,Asuncion,19,22200
9233,Copenhagen,20,34400
9234,Tokyo,20,34700
9235,Moroni,19,9000
9236,Longyearbyen,19,11600
9237,Stockholm,20,20900
9238,Nassau,20,9300
9239,Chisinau,19,9000
9240, Eastern Asia,18,20900
9241,Pristina,19,25800
9242,Quito,19,9300
9243,Islamabad,19,12400
9244,Tbilisi,19,6500
9245,Astana,20,9300
9246,Grytviken,19,24100
9247,Praia,19,9300
9248,N'Djamena,20,9300
9249,Yaounde,20,9300
9250,San Salvador,20,9300
9251,Paris,19,20900
9252,Dakar,19,20900
9253,Asuncion,20,3100
9254,Addis Ababa,18,20900
9255, Eastern Africa,18,11600
9256,Brasilia,19,11600
9257,West Island,19,9000
9258,Djibouti,20,6500
9259,Yamoussoukro,19,25800
9260,Noumea,20,39500
9261, Melanesia,18,9300
9262,Nicosia,20,22200
9263, Asia,21,6500
9264,Vienna,20,3100
9265,Jerusalem,20,17200
9266,Canberra,20,20900
9267,Zagreb,19,9300
9268,Jerusalem,19,5400
9269,Yerevan,18,9000
9270,Basseterre,19,5400
9271,Freetown,18,9300
9272,Singapur,18,11600
9273,Nassau,20,11600
9274, Africa,21,11600
9275,Dakar,19,9000
9276,Cockburn Town,19,12400
9277,Victoria,20,5400
9278,Sanaa,19,20900
9279,Sao Tome,19,17200
9280,Santo Domingo,21,12400
9281,Havana,19,38600
9282,Algiers,19,9000
9283,St Peter Port,19,12400
9284,Muscat,20,9000
9285,Santo Domingo,20,24100
9286,Willemstad,19,11600
9287,Helsinki,19,24100
9288,New Delhi,20,9300
9289,Athens,19,5400
9290,Mariehamn,19,9000
9291,Dublin,19,22200
9292,Praia,20,9000
9293,Port of Spain,19,3100
9294,Dili,19,25800
9295,Tarawa,20,11600
9296,Berlin,20,9000
9297,Gibraltar,20,17200
9298,Panama City,19,6500
9299,Castries,20,9300
9300,Basseterre,20,12400
9301,Saint Helier,19,9300
9302,Praia,20,11600
9303,Valletta,19,17200
9304,Skopje,19,5400
9305,Bandar Seri Begawan,19,20900
9306,Diego Garcia,20,5400
9307,San Juan,20,12400
9308,Brussels,19,12400
9309,Port Moresby,19,17200
9310,San Salvador,19,22200
9311,Cockburn Town,19,34400
9312,Cayenne,19,9300
9313,Tegucigalpa,19,5400
9314,Juba,20,17200
9315,Oranjestad,19,17200
9316, Africa,21,11600
9317,Paris,20,22200
9318,Tokyo,19,22200
9319,George Town,20,25800
9320,Antananarivo,19,9300
9321,Tokyo,19,11600
9322, Africa,21,3100
9323,Dublin,20,22200
9324,Bridgetown,18,9000
9325,Dodoma,20,9300
9326,Brussels,20,6500
9327,Pretoria,20,6500
9328,Alofi,19,25800
9329,Noumea,20,20900
9330,Nicosia,20,24100
9331,Accra,19,11600
9332,Kathmandu,20,22200
9333,Apia,20,3100
9334,Funafuti,20,5400
9335,Castries,20,11600
9336,Cockburn Town,20,20900
9337,Majuro,20,34700
9338,Nuku'alofa,19,25800
9339,Port Moresby,20,22200
9340,Bogota,20,9300
9341,Banjul,19,12400
9342,Paramaribo,19,22200
9343,Malabo,20,11600
9344,Praia,19,9000
9345,Torshavn,21,17200
9346,St. John's,19,24100
9347,Sucre,19,6500
9348,Alofi,20,9300
9349,Sanaa,20,11600
9350,Oslo,19,34700
9351,London,20,17200
9352,Libreville,20,11600
9353,Amman,19,12400
9354,Porto-Novo,20,34400
9355,Palikir,19,25800
9356,West Island,19,6500
9357,Bridgetown,20,24100
9358,Gibraltar,19,17200
9359,Funafuti,20,5400
9360,Nassau,19,11600
9361,Kuwait City,19,20900
9362,Monaco,20,9000
9363,Santiago,19,22200
9364,Addis Ababa,20,9300
9365,Bujumbura,20,20900
9366,Alofi,20,5400
9367,Victoria,19,9000
9368,Stanley,19,12400
9369,Tarawa,19,11600
9370,Bandar Seri Begawan,19,20900
9371,Quito,20,17200
9372,Tbilisi,20,49000
9373,Oslo,20,6500
9374,Diego Garcia,20,9300
9375,Abu Dhabi,20,20900
9376,Tirana,19,22200
9377,Cayenne,19,34700
9378,Quito,19,5400
9379,Prague,19,24100
9380,Baku,19,24100
9381,Tbilisi,20,6500
9382,Fort-de-France,19,5400
9383,Cockburn Town,20,12400
9384,Hong Kong,20,11600
9385,Alofi,19,5400
9386,Sarajevo,19,11600
