,city,year,Income ($)
8637,Nuku'alofa,1880,17200
8638, Americas,19,9300
8639, Asia,19,25800
8640, Asia,19,11600
8641,Hamilton,1960,12400
8642, Syria,20,17200
8643,Cairo,1921,24100
8644, Asia,20,22200
8645,Hagatna,1930,12400
8646, Benin,19,24100
8647,Roseau,1920,9000
8648,Tegucigalpa,1930,6500
8649,Kuwait City,1890,6500
8650, Suriname,20,6500
8651, Asia,19,11600
8652,Ulan Bator,1900,34400
8653,Warsaw,1900,6500
8654,Dili,1930,12400
8655,Bujumbura,1950,9300
8656,Islamabad,1950,5400
8657, Europe,20,22200
8658,Havana,1930,11600
8659, Americas,19,11600
8660,Suva,1930,9000
8661, Southern Europe,18,5400
8662, Denmark,18,11600
8663,Baku,1900,12400
8664, Asia,19,9300
8665,Praia,1930,39500
8666,Victoria,1900,24100
8667,Praia,1930,9300
8668, Americas,19,6500
8669, Kosovo,18,43100
8670, India,20,9300
8671, Belarus,19,12400
8672,Riga,1940,9000
8673, Eastern Africa,18,22200
8674, Americas,19,5400
8675, Americas,19,12400
8676, Americas,19,3100
8677, Mauritania,20,24100
8678,Quito,1950,9300
8679, Mauritania,19,9300
8680,Plymouth,1810,12400
8681, Asia,19,25800
8682, Southern Africa,21,12400
8683,Prague,1880,22200
8684,Bucharest,1910,45500
8685,Male,1880,6500
8686, Sierra Leone,19,9300
8687, Austria,19,12400
8688,Suva,1930,11600
8689,Melekeok,1880,9000
8690, Congo,19,5400
8691,Nay Pyi Taw,1940,9300
8692, Palestinian Territory Occupied,20,17200
8693, Americas,19,9000
8694, New Zealand,19,22200
8695, Southern Europe,21,25800
8696, Caribbean,21,11600
8697,Tegucigalpa,1900,25800
8698, Europe,20,9000
8699,Jamestown,1930,12400
8700,Suva,1870,20900
8701,Bogota,1950,9000
8702,Singapur,1890,5400
8703,Mamoudzou,1910,9300
8704,Cairo,1940,43100
8705,Hamilton,1910,20900
8706,Windhoek,1940,9300
8707,Reykjavik,1940,6500
8708,Riga,1940,5400
8709,Hamilton,1920,5400
8710,Phnom Penh,1920,17200
8711, Europe,20,12400
8712,Asuncion,1890,5400
8713, Eritrea,20,11600
8714,Alofi,1930,17200
8715,Mexico City,1940,11600
8716, Americas,19,11600
8717,Bishkek,1940,9000
8718,Kralendijk,1938,9000
8719,East Jerusalem,1920,9300
8720,Nay Pyi Taw,1900,9300
8721, Americas,19,9300
8722,Adamstown,1950,6500
8723, Oceania,20,11600
8724,Beijing,1940,6500
8725, French Southern Territories,19,34400
8726, Guinea,19,12400
8727,Kuwait City,1960,20900
8728,Skopje,1960,9300
8729,London,1950,39500
8730, Mauritania,20,12400
8731,Addis Ababa,1940,12400
8732,Chisinau,1950,22200
8733,Baghdad,1950,20900
8734,Amsterdam,1920,5400
8735,London,1950,9000
8736,Georgetown,1940,20900
8737,Bangkok,1940,34400
8738, Lithuania,19,9300
8739, Saint-Martin (French part),18,5400
8740,El-Aaiun,1960,11600
8741, Belize,20,24100
8742,San Jose,1970,9300
8743,Tegucigalpa,1960,9000
8744,Hanoi,1970,5400
8745, Europe,20,9300
8746, Oceania,20,17200
8747,Maseru,1950,20900
8748,Kingston,1950,12400
8749,Saint Helier,1930,22200
8750,Diego Garcia,1940,17200
8751,Bamako,1960,9300
8752,Manila,1950,24100
8753,Nay Pyi Taw,1960,9000
8754,Asmara,1910,9300
8755,Praia,1900,12400
8756, Namibia,19,20900
8757, Mayotte,19,12400
8758,Canberra,1960,9000
8759, Aland Islands,19,25800
8760, American Samoa,19,9000
8761, Aruba,20,9300
8762,Vientiane,1940,22200
8763,Colombo,1890,9300
8764,Georgetown,1950,24100
8765, French Southern Territories,19,9300
8766,Avarua,1860,24100
8767, Central Asia,18,11600
8768,Dhaka,1940,6500
8769, Seychelles,19,11600
8770,Tehran,1940,12400
8771, Russia,19,11600
8772,Dodoma,1930,17200
8773,Montevideo,1930,12400
8774,Dodoma,1950,11600
8775,Warsaw,1950,9000
8776,Belmopan,1910,6500
8777,Charlotte Amalie,1920,6500
8778,Conakry,1920,11600
8779,Brussels,1930,11600
8780,Willemstad,1930,20900
8781,Helsinki,1930,22200
8782, Lesotho,20,22200
8783, Asia,19,9300
8784,Kinshasa,1940,11600
8785,Riga,1850,12400
8786,Avarua,1860,6500
8787,Baku,1940,20900
8788, Eastern Africa,18,11600
8789, United States,20,17200
8790,Tbilisi,1920,6500
8791, Ireland,19,12400
8792,Porto-Novo,1910,20900
8793, Caribbean,21,9000
8794, Caribbean,18,22200
8795, French Polynesia,19,11600
8796, Slovakia,19,9300
8797, Western Asia,21,17200
8798,Prague,1920,9300
8799,Bishkek,1940,6500
8800, Greenland,20,3100
8801, Cuba,20,9300
8802, Asia,19,11600
8803, Asia,19,20900
8804, Oceania,20,34400
8805,Porto-Novo,1960,11600
8806, Asia,19,9000
8807,Yaren,1950,42800
8808,Conakry,1940,9300
8809, Europe,20,6500
8810,Ljubljana,1940,22200
8811,Djibouti,1960,9000
8812,Tegucigalpa,1920,6500
8813,Tunis,1940,9000
8814,Abuja,1960,34700
8815, Mali,18,9300
8816,Bissau,1950,9300
8817,Minsk,1960,6500
8818,Sucre,1900,11600
8819,Jamestown,1910,9300
8820,Rabat,1920,6500
8821, Asia,19,9300
8822, Peru,20,12400
8823,Sanaa,1960,5400
8824,Tripolis,1960,5400
8825, Congo,19,9000
8826,Suva,1960,12400
8827,Adamstown,1960,17200
8828,Port-au-Prince,1960,22200
8829, Western Africa,18,9000
8830,Santiago,1850,17200
8831,Georgetown,1940,11600
8832,Asuncion,1930,24100
8833,Belgrade,1960,22200
8834,Tirana,1960,9300
8835,Cockburn Town,1960,9300
8836,Kinshasa,1950,20900
8837,Tegucigalpa,1920,9300
8838,Canberra,1960,9000
8839, Americas,19,6500
8840,Bratislava,1940,22200
8841,Hanoi,1950,12400
8842,Vilnius,1950,9300
8843,Diego Garcia,1890,12400
8844, Western Asia,18,17200
8845,Funafuti,1920,12400
8846,Papeete,1900,12400
8847, Ethiopia,19,9300
8848,Pristina,1950,22200
8849, Europe,20,9300
8850, Cote D'Ivoire (Ivory Coast),21,11600
8851,Islamabad,1960,9000
8852, Europe,20,12400
8853,Bishkek,1910,3100
8854, Europe,20,9000
8855,Abuja,1960,11600
8856,Adamstown,1950,39500
8857,Tegucigalpa,1930,24100
8858,Santo Domingo,1880,9300
8859, Moldova,19,42800
8860, Cocos (Keeling) Islands,19,20900
8861,Harare,1920,11600
8862, South Africa,20,9300
8863, New Zealand,19,9300
8864,Yaren,1960,20900
8865,Port Vila,1960,9300
8866, Belize,20,9000
8867,New Delhi,1950,11600
8868,Baghdad,1910,5400
8869, Americas,19,9300
8870, Man (Isle of),19,25800
8871,Ankara,1940,9300
8872, Zimbabwe,19,12400
8873,Nuuk,1940,9300
8874,Porto-Novo,1940,12400
8875, Europe,20,9300
8876,Bogota,1950,22200
8877,Ulan Bator,1950,11600
8878,Kuwait City,1960,17200
8879,Lisbon,1960,9300
8880,Bujumbura,1970,9000
8881, Oceania,20,22200
8882,Dublin,1960,25800
8883, Kosovo,18,9000
8884,Port of Spain,1920,9000
8885,Castries,1950,11600
8886, Oceania,20,22200
8887,Caracas,1950,9000
8888, Djibouti,20,9300
8889,Mexico City,1960,12400
8890, Vatican City State (Holy See),19,11600
8891, Afghanistan,20,9000
8892, Southern Europe,21,9300
8893,Stanley,1970,25800
8894, Asia,19,11600
8895, Eastern Africa,18,9000
8896, South America,18,12400
8897,Adamstown,1890,5400
8898,Gaborone,1970,9300
8899, Asia,19,20900
8900, Nepal,20,22200
8901,Dodoma,1890,9000
8902,Tegucigalpa,1880,17200
8903, Palau,19,20900
8904, Canada,20,17200
8905, Europe,20,22200
8906,Ashgabat,1950,5400
8907,Manila,1950,25800
8908,Longyearbyen,1950,5400
8909,Avarua,1950,20900
8910,Riga,1940,20900
8911,Port Vila,1960,9000
8912,Yaounde,1950,20900
8913,Astana,1960,22200
8914,Nicosia,1960,22200
8915,Longyearbyen,1960,17200
8916,Bangui,1960,9300
8917,Longyearbyen,1960,9000
8918,Rome,1970,17200
8919, Oceania,20,6500
8920,Roseau,1970,11600
8921, Europe,20,12400
8922,Torshavn,1820,9000
8923,Podgorica,1950,9000
8924, Saint-Barthelemy,20,17200
8925, South America,18,11600
8926, Eritrea,20,20900
8927, Americas,19,9300
8928,Gaborone,1930,34400
8929,Manama,1910,6500
8930, Cook Islands,19,17200
8931, Thailand,20,12400
8932, Congo,19,3100
8933,Nassau,1950,9300
8934,Andorra la Vella,1900,9300
8935, Southern Europe,18,43100
8936,Adamstown,1900,5400
8937,Thimphu,1900,17200
8938, Mauritania,19,11600
8939,Vilnius,1920,11600
8940,Tashkent,1910,9300
8941,Bogota,1910,11600
8942,Wellington,1880,12400
8943,Harare,1920,9300
8944,Addis Ababa,1930,17200
8945,El-Aaiun,1960,12400
8946,Dodoma,1970,24100
8947,Tashkent,1910,5400
8948,Kralendijk,1960,20900
8949,Macao,1920,6500
8950,Yamoussoukro,1960,24100
8951,Andorra la Vella,1910,12400
8952, Cuba,20,12400
8953,Mexico City,1910,24100
8954,Skopje,1970,6500
8955, Montenegro,19,11600
8956,Yerevan,1950,11600
8957,Georgetown,1920,17200
8958,Port Moresby,1960,9300
8959,San Juan,1960,9000
8960,Jakarta,1960,9300
8961,Sofia,1937,22200
8962,Ottawa,1950,11600
8963, Americas,19,5400
8964, Europe,20,9000
8965, South Sudan,20,11600
8966,Santo Domingo,1960,9000
8967,Nairobi,1960,17200
8968, Uganda,19,9300
8969,Kingston,1950,17200
8970,Djibouti,1950,24100
8971,Valletta,1950,11600
8972,Moroni,1970,22200
8973, Southern Africa,21,9000
8974,Yamoussoukro,1940,9300
8975,Banjul,1880,3100
8976,Philipsburg,1860,9300
8977, Slovenia,19,5400
8978, Eastern Asia,18,11600
8979, Caribbean,18,11600
8980,Baku,1890,11600
8981, Western Africa,21,24100
8982,Hanoi,1920,17200
8983,Vienna,1950,9000
8984, Aland Islands,19,9300
8985,Abu Dhabi,1900,9000
8986,Libreville,1920,9000
8987,Copenhagen,1950,34400
8988, Spain,19,9300
8989, Kiribati,19,20900
8990, Southern Europe,21,9000
8991, Eritrea,19,3100
8992,Mbabane,1960,9000
8993,Warsaw,1950,12400
8994,Skopje,1960,22200
8995,Cockburn Town,1950,9300
8996, Oceania,20,6500
8997,Bogota,1950,22200
8998,Mogadishu,1970,9300
8999, Europe,20,17200
9000, Oceania,20,25800
9001, Namibia,19,12400
9002,Nouakchott,1960,5400
9003, Caribbean,18,9300
9004,Saint-Pierre,1960,9000
9005, Eastern Africa,21,11600
9006,San Juan,1920,9300
9007,Praia,1870,34400
9008,Nouakchott,1950,9300
9009, Polynesia,21,12400
9010,Luanda,1900,5400
9011,San Jose,1880,9300
9012,Belgrade,1960,39500
9013, Americas,19,11600
9014, Northern Europe,21,24100
9015,Macao,1930,9300
9016, Americas,19,11600
9017,Bucharest,1940,9000
9018,Roseau,1890,9300
9019,Santiago,1870,9300
9020, Asia,19,9300
9021,Quito,1930,24100
9022,Saipan,1900,5400
9023, Kiribati,19,9000
9024,Willemstad,1940,25800
9025, Asia,19,12400
9026, Spain,19,24100
9027, Burundi,19,24100
9028, Micronesia,18,9300
9029,Zagreb,1900,42800
9030, Eastern Africa,18,5400
9031,Cayenne,1890,17200
9032, Moldova,19,22200
9033, Western Asia,18,9300
9034, Asia,20,25800
9035,Georgetown,1930,11600
9036, Southern Europe,21,6500
9037, South-Eastern Asia,21,25800
9038,Kiev,1940,9000
9039,Tashkent,1890,9300
9040,Addis Ababa,1940,17200
9041,Andorra la Vella,1950,9000
9042, Mozambique,19,17200
9043, Chad,19,11600
9044,Amsterdam,1960,17200
9045, Somalia,20,11600
9046,Harare,1930,17200
9047, Asia,19,17200
9048,Mata Utu,1940,9300
9049, Panama,20,24100
9050,Abuja,1880,9300
9051,El-Aaiun,1970,34400
9052, Oceania,20,5400
9053,The Valley,1970,20900
9054,Bogota,1970,12400
9055, Oceania,20,22200
9056,Khartoum,1940,12400
9057,Ottawa,1900,9000
9058, Armenia,20,5400
9059,Beirut,1910,20900
9060,Taipei,1890,17200
9061,Lilongwe,1820,3100
9062, Asia,19,6500
9063, Central Asia,21,17200
9064,Dakar,1920,22200
9065,Gibraltar,1960,12400
9066, Americas,19,5400
9067, Americas,19,12400
9068,Ottawa,1890,9300
9069, Asia,19,22200
9070, Cocos (Keeling) Islands,19,9000
9071, Jordan,21,17200
9072, Tunisia,19,11600
9073, Malawi,19,9300
9074,Yamoussoukro,1890,12400
9075, Macedonia,19,11600
9076, Americas,19,20900
9077, Andorra,19,22200
9078,Male,1970,22200
9079,Islamabad,1910,17200
9080,Muscat,1910,9000
9081, Asia,19,6500
9082,Vientiane,1890,22200
9083, Americas,19,22200
9084,Bangkok,1890,9300
9085,Cayenne,1890,20900
9086, Asia,19,9300
9087, Equatorial Guinea,19,12400
9088, Northern Africa,18,20900
9089, Congo The Democratic Republic Of The,19,5400
9090,Praia,1810,9300
9091, Western Africa,18,17200
9092, Angola,19,11600
9093, Americas,19,22200
9094, Togo,19,38600
9095,London,1900,22200
9096, Western Asia,18,12400
9097,Tripolis,1940,11600
9098, Europe,20,11600
9099, Asia,19,9300
9100, Egypt,19,5400
9101,Monrovia,1910,20900
9102, Eastern Europe,18,22200
9103,Berlin,1910,12400
9104, Asia,19,25800
9105,Vilnius,1950,22200
9106,Ljubljana,1950,12400
9107,Jakarta,1970,6500
9108, Paraguay,20,22200
9109, Benin,19,42800
9110,Diego Garcia,1880,38600
9111,Belmopan,1880,9300
9112,Luxembourg,1890,9300
9113,Nuku'alofa,1940,22200
9114,Majuro,1900,9000
9115, South America,21,24100
9116,Jamestown,1910,24100
9117,Kathmandu,1890,24100
9118, Europe,20,12400
9119,Moroni,1950,6500
9120,Tallinn,1950,24100
9121, Caribbean,18,9000
9122, Burkina Faso,19,25800
9123,Phnom Penh,1950,24100
9124, Central America,18,6500
9125, Melanesia,18,17200
9126,Wellington,1900,17200
9127, Lithuania,19,11600
9128,Pristina,1850,11600
9129,Tokyo,1960,9300
9130, Australia,19,11600
9131, Americas,19,11600
9132,Jamestown,1950,9000
9133, Mali,19,9300
9134, Cape Verde,20,9300
9135,Tallinn,1910,12400
9136, Gabon,19,6500
9137,Willemstad,1930,11600
9138, Sierra Leone,19,12400
9139, Montenegro,19,11600
9140,Libreville,1880,17200
9141,Reykjavik,1930,9000
9142, Western Asia,21,5400
9143,Astana,1920,3100
9144,Baku,1970,22200
9145,Yerevan,1810,24100
9146, Asia,19,3100
9147, South-Eastern Asia,20,3100
9148, Australia and New Zealand,21,12400
9149,Palikir,1970,9300
9150, Zambia,19,9000
9151,Washington,1970,5400
9152, Western Asia,18,9300
9153,Gaborone,1870,17200
9154,Kinshasa,1880,25800
9155, Netherlands The,19,5400
9156,Kingston,1950,17200
9157, Reunion,20,9000
9158, Caribbean,21,9300
9159,Ashgabat,1940,9000
9160, Australia and New Zealand,21,17200
9161, Americas,19,22200
9162, Monaco,19,9000
9163, Asia,19,6500
9164,Stanley,1900,9000
9165,Sofia,1910,9300
9166, Chad,19,22200
9167, Middle Africa,21,9300
9168, Western Asia,18,9300
9169, Western Sahara,19,12400
9170, Gabon,19,6500
9171, Poland,19,22200
9172,Andorra la Vella,1900,17200
9173, Tunisia,19,20900
9174, United Kingdom,19,6500
9175,Macao,1880,22200
9176,Manama,1880,24100
9177,Santiago,1900,11600
9178, Argentina,20,3100
9179, Man (Isle of),18,9300
9180, Botswana,19,38600
9181,Thimphu,1950,17200
9182, Asia,19,24100
9183,Malabo,1890,20900
9184,Jamestown,1890,9300
9185,Kuala Lumpur,1890,11600
9186,Honiara,1890,6500
9187, United Kingdom,19,20900
9188, Americas,19,11600
9189, Benin,19,9000
9190,Lilongwe,1960,11600
9191,Hamilton,1960,25800
9192, Caribbean,21,22200
9193,Macao,1900,9300
9194, Italy,19,11600
9195, New Caledonia,19,11600
9196, Europe,20,9300
9197, New Zealand,19,17200
9198,Bern,1950,9300
9199,Kuala Lumpur,1880,6500
9200,Santo Domingo,1920,9300
9201,Lome,1900,6500
9202,Kralendijk,1970,9000
9203, Southern Africa,21,25800
9204,Belgrade,1930,12400
9205,Plymouth,1890,17200
9206,Vienna,1900,9300
9207, Americas,19,12400
9208, Asia,19,9300
9209,Nassau,1930,24100
9210,Sofia,1920,11600
9211, Poland,19,9300
9212, Asia,19,5400
9213, Caribbean,21,17200
9214,Nassau,1950,9000
9215,Bogota,1910,5400
9216,Nuku'alofa,1880,24100
9217,Dublin,1960,9300
9218, South America,18,9000
9219, Central Asia,18,17200
9220, Americas,19,22200
9221, Guinea-Bissau,19,9300
9222, Solomon Islands,19,20900
9223,Torshavn,1820,9000
9224, Montenegro,19,11600
9225, South America,21,24100
9226,Addis Ababa,1860,20900
9227,Apia,1930,17200
9228, Oceania,20,22200
9229, Americas,19,17200
9230,Castries,1930,12400
9231,Victoria,1890,9300
9232,Asuncion,1880,22200
9233,Copenhagen,1900,34400
9234, Japan,20,34700
9235, Comoros,19,9000
9236, Svalbard And Jan Mayen Islands,19,11600
9237,Stockholm,1960,20900
9238,Nassau,1940,9300
9239, Moldova,19,9000
9240, Eastern Asia,18,20900
9241, Kosovo,19,25800
9242, Americas,19,9300
9243, Asia,19,12400
9244, Asia,19,6500
9245,Astana,1960,9300
9246,Grytviken,1890,24100
9247,Praia,1810,9300
9248,N'Djamena,1990,9300
9249, Cameroon,20,9300
9250,San Salvador,1900,9300
9251, France,19,20900
9252, Senegal,19,20900
9253, Paraguay,20,3100
9254, Eastern Africa,18,20900
9255, Eastern Africa,18,11600
9256, Americas,19,11600
9257, Cocos (Keeling) Islands,19,9000
9258,Djibouti,1940,6500
9259,Yamoussoukro,1860,25800
9260,Noumea,1970,39500
9261, Melanesia,18,9300
9262, Europe,20,22200
9263, Eastern Asia,21,6500
9264,Vienna,1950,3100
9265,Jerusalem,1960,17200
9266,Canberra,1930,20900
9267, Croatia (Hrvatska),19,9300
9268, Asia,19,5400
9269, Western Asia,18,9000
9270,Basseterre,1890,5400
9271, Western Africa,18,9300
9272,Singapur,1790,11600
9273,Nassau,1930,11600
9274, Western Africa,21,11600
9275, Senegal,19,9000
9276,Cockburn Town,1830,12400
9277,Victoria,1910,5400
9278, Asia,19,20900
9279, Sao Tome and Principe,19,17200
9280,Santo Domingo,2000,12400
9281, Americas,19,38600
9282, Algeria,19,9000
9283, Guernsey and Alderney,19,12400
9284,Muscat,1970,9000
9285,Santo Domingo,1950,24100
9286, Americas,19,11600
9287, Finland,19,24100
9288,New Delhi,1930,9300
9289, Greece,19,5400
9290, Aland Islands,19,9000
9291, Ireland,19,22200
9292,Praia,1960,9000
9293, Americas,19,3100
9294,Dili,1890,25800
9295,Tarawa,1920,11600
9296, Europe,20,9000
9297, Europe,20,17200
9298, Americas,19,6500
9299,Castries,1910,9300
9300,Basseterre,1910,12400
9301,Saint Helier,1880,9300
9302,Praia,1900,11600
9303, Malta,19,17200
9304, Macedonia,19,5400
9305, Asia,19,20900
9306,Diego Garcia,1900,5400
9307,San Juan,1950,12400
9308,Brussels,1890,12400
9309, Papua new Guinea,19,17200
9310, Americas,19,22200
9311, Americas,19,34400
9312, Americas,19,9300
9313, Americas,19,5400
9314,Juba,1950,17200
9315, Americas,19,17200
9316, Western Africa,21,11600
9317, Europe,20,22200
9318,Tokyo,1890,22200
9319,George Town,1930,25800
9320, Madagascar,19,9300
9321,Tokyo,1890,11600
9322, Comoros,21,3100
9323,Dublin,1900,22200
9324, Caribbean,18,9000
9325, Tanzania,20,9300
9326,Brussels,1900,6500
9327,Pretoria,1900,6500
9328, Niue,19,25800
9329,Noumea,1900,20900
9330,Nicosia,1950,24100
9331, Ghana,19,11600
9332, Nepal,20,22200
9333, Oceania,20,3100
9334,Funafuti,1900,5400
9335,Castries,1920,11600
9336,Cockburn Town,1950,20900
9337,Majuro,1900,34700
9338, Tonga,19,25800
9339,Port Moresby,1900,22200
9340,Bogota,1980,9300
9341,Banjul,1890,12400
9342, Americas,19,22200
9343,Malabo,1900,11600
9344,Praia,1870,9000
9345, Northern Europe,21,17200
9346,St. John's,1890,24100
9347,Sucre,1880,6500
9348,Alofi,1900,9300
9349,Sanaa,1960,11600
9350, Norway,19,34700
9351,London,1900,17200
9352, Gabon,20,11600
9353, Asia,19,12400
9354,Porto-Novo,1980,34400
9355, Micronesia,19,25800
9356, Cocos (Keeling) Islands,19,6500
9357,Bridgetown,1920,24100
9358,Gibraltar,1890,17200
9359,Funafuti,1900,5400
9360, Americas,19,11600
9361,Kuwait City,1890,20900
9362,Monaco,1910,9000
9363, Americas,19,22200
9364,Addis Ababa,1900,9300
9365,Bujumbura,1960,20900
9366,Alofi,1970,5400
9367,Victoria,1880,9000
9368,Stanley,1890,12400
9369,Tarawa,1890,11600
9370, Asia,19,20900
9371,Quito,1900,17200
9372,Tbilisi,1970,49000
9373,Oslo,1900,6500
9374,Diego Garcia,1900,9300
9375,Abu Dhabi,1920,20900
9376,Tirana,1890,22200
9377,Cayenne,1890,34700
9378, Americas,19,5400
9379,Prague,1880,24100
9380,Baku,1860,24100
9381, Georgia,20,6500
9382, Americas,19,5400
9383,Cockburn Town,1900,12400
9384, Hong Kong S.A.R.,20,11600
9385, Niue,19,5400
9386, Bosnia and Herzegovina,19,11600
9387,Plymouth,1940,38600
9388,Managua,1970,17200
9389, Americas,19,25800
9390,Tirana,1960,22200
9391, Americas,19,11600
9392,Macao,1900,38600
9393,Pyongyang,1890,5400
9394,Brazzaville,1900,25800
9395,Tashkent,1900,11600
9396, Asia,19,6500
9397,Macao,1890,11600
9398, Armenia,20,9300
9399,Brussels,1900,6500
9400, Americas,19,25800
9401,Ulan Bator,1890,5400
9402, Morocco,19,22200
9403,Buenos Aires,1890,5400
9404,Palikir,1890,20900
9405, Georgia,20,12400
9406,Moscow,1890,6500
9407,Papeete,1880,22200
9408,Hamilton,1880,39500
9409, Madagascar,19,34400
9410,Ottawa,1890,9300
9411, Asia,19,20900
9412, Svalbard And Jan Mayen Islands,19,24100
9413, Moldova,19,6500
9414,Santiago,1940,17200
9415,Oslo,1890,3100
9416,Wellington,1880,24100
9417,Manama,1880,11600
9418,Quito,1900,9000
9419,Pyongyang,1890,9300
9420,Kingston,1890,9300
9421, Oceania,20,5400
9422,Dodoma,1980,9000
9423, Caribbean,21,17200
9424,Port-au-Prince,1960,11600
9425,Malabo,1960,9300
9426,Chisinau,1890,6500
9427,Windhoek,1940,11600
9428, Macedonia,19,20900
9429,Funafuti,1950,22200
9430, Western Sahara,19,9300
9431,Vienna,1920,9300
9432, Asia,19,22200
9433, Ukraine,19,9000
9434, Luxembourg,19,38600
9435,St. George's,1930,9000
9436,Libreville,1950,12400
9437, Congo,19,17200
9438,St Peter Port,1990,34400
9439, Mali,19,12400
9440,Victoria,1880,43100
9441, Asia,19,11600
9442, Mayotte,19,9000
9443, Kenya,19,17200
9444,Basse-Terre,1960,5400
9445, Eastern Africa,20,12400
9446,Abu Dhabi,1960,9300
9447,Bangui,1970,20900
9448,San Jose,1930,9300
9449,Doha,1920,9300
9450, Malta,19,17200
9451,Belgrade,1890,24100
9452,Dodoma,1960,11600
9453,Bridgetown,1960,17200
9454,Jamestown,1950,6500
9455,Kingston,1990,5400
9456,Dodoma,1950,12400
9457,Phnom Penh,1950,9000
9458,Antananarivo,1970,12400
9459,Vilnius,1900,9300
9460, Oceania,20,9300
9461, Americas,19,42800
9462,Skopje,1930,9300
9463,Algiers,1960,6500
9464,Port-au-Prince,1910,6500
9465, Asia,19,17200
9466,Macao,1940,9300
9467, Swaziland,19,17200
9468,Berlin,1930,22200
9469, Melanesia,18,12400
9470, Senegal,20,9000
9471, Man (Isle of),19,25800
9472, Europe,20,9300
9473,Kingston,1870,17200
9474, Congo,19,6500
9475, Americas,19,9300
9476, Asia,19,17200
9477,Saipan,1960,9300
9478,Manila,1960,11600
9479,Abuja,1960,9000
9480, Europe,20,5400
9481,Taipei,1940,22200
9482, Europe,20,3100
9483,Kuala Lumpur,1970,6500
9484,Amman,1960,5400
9485,Bujumbura,1960,9300
9486,Philipsburg,1960,6500
9487, Solomon Islands,19,17200
9488,Kinshasa,1950,22200
9489,Ulan Bator,1890,34400
9490,Roseau,1960,25800
9491,Kiev,1960,9000
9492,Kingston,1940,12400
9493, Europe,20,11600
9494,Jamestown,1943,11600
9495,Yaren,1950,9000
9496, Bermuda,20,9300
9497,Oslo,1950,6500
9498,Tokyo,1940,22200
9499, Americas,19,9300
9500, Australia and New Zealand,21,6500
9501,Basse-Terre,1950,11600
9502,Bridgetown,1940,25800
9503,Malabo,1960,22200
9504,Santo Domingo,1900,9000
9505,Vilnius,1910,20900
9506,Philipsburg,1970,12400
9507, Europe,20,17200
9508,Rabat,1960,9000
9509, Macau S.A.R.,20,11600
9510,Port Louis,1960,3100
9511,Lusaka,1950,11600
9512,Noumea,1960,24100
9513,Berlin,1940,9300
9514,Islamabad,1910,9300
9515,Cayenne,1940,17200
9516, Europe,20,34400
9517, Americas,19,11600
9518,Dakar,1960,9300
9519,Wellington,1940,42800
9520,Nay Pyi Taw,1970,6500
9521, Europe,20,11600
9522,Vientiane,1910,9300
9523, Uruguay,20,12400
9524,Vaduz,1870,22200
9525, Asia,19,5400
9526,Asuncion,1880,3100
9527,Saint-Pierre,1900,11600
9528,Asmara,1880,5400
9529,N'Djamena,1880,9300
9530, Asia,19,9300
9531,Plymouth,1890,9000
9532,Nouakchott,1970,5400
9533,Ashgabat,1980,5400
9534,Sucre,1880,9000
9535,Jamestown,1960,9300
9536,Mata Utu,1940,3100
9537, Qatar,20,6500
9538,Palikir,1960,9300
9539,Caracas,1970,9300
9540,Gaborone,1950,6500
9541,Sucre,1960,11600
9542,Porto-Novo,1970,45500
9543,Saint Helier,1960,5400
9544, Egypt,20,9000
9545, Niger,19,3100
9546, Netherlands The,19,9300
9547,Tarawa,1960,20900
9548, Americas,19,5400
9549,Dushanbe,1960,12400
9550, Western Africa,21,9300
9551, Europe,20,9300
9552,Vientiane,1930,20900
9553,Hanoi,1970,38600
9554,Copenhagen,1960,20900
9555,New Delhi,1970,17200
9556,Vaduz,1960,12400
9557,Flying Fish Cove,1960,9000
9558, Europe,20,9300
9559,Rabat,1940,6500
9560,Ulan Bator,1930,5400
9561,Accra,1870,12400
9562, Cook Islands,19,20900
9563,Gaborone,1910,20900
9564,Kigali,1890,22200
9565, Americas,19,6500
9566,Athens,1930,9300
9567,Kiev,1930,11600
9568,Valletta,1940,9300
9569,East Jerusalem,1890,24100
9570,Moscow,1920,12400
9571,Noumea,1950,11600
9572, Saint Vincent And The Grenadines,20,6500
9573,Tashkent,1980,9300
9574,Addis Ababa,1930,9300
9575,Managua,1960,25800
9576,Yerevan,1960,24100
9577,Beirut,1950,6500
9578,Alofi,1950,17200
9579,Dushanbe,1900,24100
9580,Melekeok,1900,9000
9581,Addis Ababa,1920,9000
9582,Apia,1910,9300
9583,Asmara,1950,12400
9584,Tegucigalpa,1960,5400
9585, Micronesia,21,38600
9586, Europe,20,3100
9587,Longyearbyen,1990,5400
9588,Longyearbyen,1980,9000
9589, Guyana,20,22200
9590,Nouakchott,1960,9300
9591,Apia,1940,9300
9592,Port of Spain,1950,9000
9593,Colombo,1960,12400
9594,Marigot,1960,9000
9595,Beijing,1970,25800
9596,Thimphu,1960,11600
9597, Pitcairn Island,19,9300
9598,Pristina,1960,17200
9599,Rome,1950,43100
9600,St. John's,1960,25800
9601,Chisinau,1960,12400
9602,Gustavia,1950,9300
9603,Islamabad,1940,11600
9604,Moscow,1930,11600
9605, Comoros,20,6500
9606,Dodoma,1930,22200
9607,Port of Spain,1960,9300
9608,Gaborone,1950,5400
9609, American Samoa,19,43100
9610,Santiago,1870,9300
