,city,year,Income ($)
9062, Iran,19,6500
9063, Asia,21,17200
9064,Dakar,1920,22200
9065, Gibraltar,20,12400
9066, French Guiana,19,5400
9067, Venezuela,19,12400
9068, Canada,19,9300
9069, Myanmar,19,22200
9070, Cocos (Keeling) Islands,19,9000
9071, Asia,21,17200
9072, Tunisia,19,11600
9073, Malawi,19,9300
9074, Cote D'Ivoire (Ivory Coast),19,12400
9075, Macedonia,19,11600
9076, Puerto Rico,19,20900
9077, Andorra,19,22200
9078, Maldives,20,22200
9079, Pakistan,20,17200
9080, Oman,20,9000
9081, United Arab Emirates,19,6500
9082, Laos,19,22200
9083, Ecuador,19,22200
9084, Thailand,19,9300
9085,Cayenne,1890,20900
9086, Thailand,19,9300
9087, Equatorial Guinea,19,12400
9088, Africa,18,20900
9089, Congo The Democratic Republic Of The,19,5400
9090, Cape Verde,19,9300
9091, Western Africa,18,17200
9092, Angola,19,11600
9093, Trinidad And Tobago,19,22200
9094, Togo,19,38600
9095,London,1900,22200
9096, Western Asia,18,12400
9097, Libya,20,11600
9098, Macedonia,20,11600
9099, Myanmar,19,9300
9100, Africa,19,5400
9101, Liberia,20,20900
9102, Eastern Europe,18,22200
9103, Germany,20,12400
9104, Oman,19,25800
9105, Lithuania,20,22200
9106,Ljubljana,1950,12400
9107,Jakarta,1970,6500
9108, Paraguay,20,22200
9109, Benin,19,42800
9110, British Indian Ocean Territory,19,38600
9111, Belize,19,9300
9112, Luxembourg,19,9300
9113, Tonga,20,22200
9114,Majuro,1900,9000
9115, South America,21,24100
9116,Jamestown,1910,24100
9117, Nepal,19,24100
9118, Croatia (Hrvatska),20,12400
9119, Comoros,20,6500
9120, Estonia,20,24100
9121, Caribbean,18,9000
9122, Burkina Faso,19,25800
9123, Cambodia,20,24100
9124, Central America,18,6500
9125, Oceania,18,17200
9126, New Zealand,20,17200
9127, Lithuania,19,11600
9128, Kosovo,19,11600
9129, Japan,20,9300
9130, Australia,19,11600
9131, Falkland Islands,19,11600
9132,Jamestown,1950,9000
9133, Mali,19,9300
9134, Cape Verde,20,9300
9135, Estonia,20,12400
9136, Gabon,19,6500
9137,Willemstad,1930,11600
9138, Sierra Leone,19,12400
9139, Montenegro,19,11600
9140, Gabon,19,17200
9141, Iceland,20,9000
9142, Asia,21,5400
9143, Kazakhstan,20,3100
9144, Azerbaijan,20,22200
9145, Armenia,19,24100
9146, Iraq,19,3100
9147, Vietnam,20,3100
9148, Oceania,21,12400
9149, Micronesia,20,9300
9150, Zambia,19,9000
9151, United States,20,5400
9152, Western Asia,18,9300
9153, Botswana,19,17200
9154, Congo The Democratic Republic Of The,19,25800
9155, Netherlands The,19,5400
9156,Kingston,1950,17200
9157,Saint-Denis,1940,9000
9158, Caribbean,21,9300
9159,Ashgabat,1940,9000
9160, Oceania,21,17200
9161, Bahamas The,19,22200
9162, Monaco,19,9000
9163, Yemen,19,6500
9164, Falkland Islands,20,9000
9165, Bulgaria,20,9300
9166, Chad,19,22200
9167, Africa,21,9300
9168, Western Asia,18,9300
9169, Western Sahara,19,12400
9170, Gabon,19,6500
9171, Poland,19,22200
9172,Andorra la Vella,1900,17200
9173, Tunisia,19,20900
9174, United Kingdom,19,6500
9175, Macau S.A.R.,19,22200
9176, Bahrain,19,24100
9177, Chile,20,11600
9178, Argentina,20,3100
9179, Northern Europe,18,9300
9180, Botswana,19,38600
9181, Bhutan,20,17200
9182, Myanmar,19,24100
9183, Equatorial Guinea,19,20900
9184, Saint Helena,19,9300
9185, Malaysia,19,11600
9186, Solomon Islands,19,6500
9187, United Kingdom,19,20900
9188, Americas,18-21,11600
9189, Benin,19,9000
9190, Malawi,20,11600
9191,Hamilton,1960,25800
9192, Caribbean,21,22200
9193,Macao,1900,9300
9194, Italy,19,11600
9195, New Caledonia,19,11600
9196, Luxembourg,20,9300
9197, New Zealand,19,17200
9198,Bern,1950,9300
9199, Malaysia,19,6500
9200,Santo Domingo,1920,9300
9201, Togo,20,6500
9202," Bonaire, Sint Eustatius and Saba",20,9000
9203, Africa,21,25800
9204,Belgrade,1930,12400
9205, Montserrat,19,17200
9206, Austria,20,9300
9207, Saint Kitts And Nevis,19,12400
9208, Korea North,19,9300
9209,Nassau,1930,24100
9210,Sofia,1920,11600
9211, Poland,19,9300
9212, Hong Kong S.A.R.,19,5400
9213, Caribbean,21,17200
9214,Nassau,1950,9000
9215, Colombia,20,5400
9216, Tonga,19,24100
9217, Ireland,20,9300
9218, South America,18,9000
9219, Asia,18,17200
9220, Mexico,19,22200
9221, Guinea-Bissau,19,9300
9222, Solomon Islands,19,20900
9223, Faroe Islands,19,9000
9224, Montenegro,19,11600
9225, South America,21,24100
9226, Ethiopia,19,20900
9227,Apia,1930,17200
9228, Australia,20,22200
9229, Guatemala,19,17200
9230, Saint Lucia,20,12400
9231, Seychelles,19,9300
9232, Paraguay,19,22200
9233, Denmark,20,34400
9234, Japan,20,34700
9235, Comoros,19,9000
9236, Svalbard And Jan Mayen Islands,19,11600
9237,Stockholm,1960,20900
9238,Nassau,1940,9300
9239, Moldova,19,9000
9240, Asia,18,20900
9241, Kosovo,19,25800
9242, Ecuador,19,9300
9243, Pakistan,19,12400
9244, Georgia,19,6500
9245, Kazakhstan,20,9300
9246, South Georgia,19,24100
9247, Cape Verde,19,9300
9248, Chad,20,9300
9249, Cameroon,20,9300
9250, El Salvador,20,9300
9251, France,19,20900
9252, Senegal,19,20900
9253, Paraguay,20,3100
9254, Eastern Africa,18,20900
9255, Eastern Africa,18,11600
9256, Brazil,19,11600
9257, Cocos (Keeling) Islands,19,9000
9258, Djibouti,20,6500
9259, Cote D'Ivoire (Ivory Coast),19,25800
9260, New Caledonia,20,39500
9261, Oceania,18,9300
9262, Cyprus,20,22200
9263, Asia,21,6500
9264,Vienna,1950,3100
9265,Jerusalem,1960,17200
9266,Canberra,1930,20900
9267, Croatia (Hrvatska),19,9300
9268, Israel,19,5400
9269, Western Asia,18,9000
9270, Saint Kitts And Nevis,19,5400
9271, Western Africa,18,9300
9272, South-Eastern Asia,18,11600
9273,Nassau,1930,11600
9274, Western Africa,21,11600
9275, Senegal,19,9000
9276, Turks And Caicos Islands,19,12400
9277, Seychelles,20,5400
9278, Yemen,19,20900
9279, Sao Tome and Principe,19,17200
9280, Caribbean,21,12400
9281, Cuba,19,38600
9282, Algeria,19,9000
9283, Guernsey and Alderney,19,12400
9284, Oman,20,9000
9285, Dominican Republic,20,24100
9286, Curaçao,19,11600
9287, Finland,19,24100
9288,New Delhi,1930,9300
9289, Greece,19,5400
9290, Aland Islands,19,9000
9291, Ireland,19,22200
9292, Cape Verde,20,9000
9293, Trinidad And Tobago,19,3100
9294, East Timor,19,25800
9295, Kiribati,20,11600
9296, Germany,20,9000
9297, Gibraltar,20,17200
9298, Panama,19,6500
9299, Saint Lucia,20,9300
9300, Saint Kitts And Nevis,20,12400
9301, Jersey,19,9300
9302, Cape Verde,20,11600
9303, Malta,19,17200
9304, Macedonia,19,5400
9305, Brunei,19,20900
9306,Diego Garcia,1900,5400
9307,San Juan,1950,12400
9308, Belgium,19,12400
9309, Papua new Guinea,19,17200
9310, Americas,18-21,22200
9311, Turks And Caicos Islands,19,34400
9312, French Guiana,19,9300
9313, Honduras,19,5400
9314, South Sudan,20,17200
9315, Aruba,19,17200
9316, Western Africa,21,11600
9317, France,20,22200
9318,Tokyo,1890,22200
9319,George Town,1930,25800
9320, Madagascar,19,9300
9321,Tokyo,1890,11600
9322, Eastern Africa,21,3100
9323, Ireland,20,22200
9324, Caribbean,18,9000
9325, Tanzania,20,9300
9326, Belgium,20,6500
9327, South Africa,20,6500
9328, Niue,19,25800
9329, New Caledonia,20,20900
9330, Cyprus,20,24100
9331, Ghana,19,11600
9332, Nepal,20,22200
9333, Samoa,20,3100
9334, Tuvalu,20,5400
9335, Saint Lucia,20,11600
9336, Turks And Caicos Islands,20,20900
9337,Majuro,1900,34700
9338, Tonga,19,25800
9339, Papua new Guinea,20,22200
9340, Colombia,20,9300
9341, Gambia The,19,12400
9342, Suriname,19,22200
9343,Malabo,1900,11600
9344, Cape Verde,19,9000
9345, Europe,21,17200
9346, Antigua And Barbuda,19,24100
9347, Bolivia,19,6500
9348, Niue,20,9300
9349, Yemen,20,11600
9350, Norway,19,34700
9351,London,1900,17200
9352, Gabon,20,11600
9353, Jordan,19,12400
9354, Benin,20,34400
9355, Micronesia,19,25800
9356, Cocos (Keeling) Islands,19,6500
9357,Bridgetown,1920,24100
9358, Gibraltar,19,17200
9359, Tuvalu,20,5400
9360, Bahamas The,19,11600
9361, Kuwait,19,20900
9362, Monaco,20,9000
9363, Chile,19,22200
9364, Ethiopia,20,9300
9365,Bujumbura,1960,20900
9366,Alofi,1970,5400
9367, Seychelles,19,9000
9368, Falkland Islands,19,12400
9369, Kiribati,19,11600
9370, Brunei,19,20900
9371, Ecuador,20,17200
9372,Tbilisi,1970,49000
9373, Norway,20,6500
9374,Diego Garcia,1900,9300
9375, United Arab Emirates,20,20900
9376, Albania,19,22200
9377,Cayenne,1890,34700
9378, Ecuador,19,5400
9379, Czech Republic,19,24100
9380, Azerbaijan,19,24100
9381, Georgia,20,6500
9382, Martinique,19,5400
9383, Turks And Caicos Islands,20,12400
9384, Hong Kong S.A.R.,20,11600
9385, Niue,19,5400
9386, Bosnia and Herzegovina,19,11600
9387,Plymouth,1940,38600
9388, Nicaragua,20,17200
9389, Greenland,19,25800
9390,Tirana,1960,22200
9391, Anguilla,19,11600
9392,Macao,1900,38600
9393,Pyongyang,1890,5400
9394, Congo,20,25800
9395, Uzbekistan,20,11600
9396, Yemen,19,6500
9397, Macau S.A.R.,19,11600
9398, Armenia,20,9300
9399, Belgium,20,6500
9400, Bermuda,19,25800
9401, Mongolia,19,5400
9402, Morocco,19,22200
9403, Argentina,19,5400
9404, Micronesia,19,20900
9405, Georgia,20,12400
9406, Russia,19,6500
9407, French Polynesia,19,22200
9408, Bermuda,19,39500
9409, Madagascar,19,34400
9410, Canada,19,9300
9411, Iran,19,20900
9412, Svalbard And Jan Mayen Islands,19,24100
9413, Moldova,19,6500
9414, Chile,20,17200
9415, Norway,19,3100
9416, New Zealand,19,24100
9417, Bahrain,19,11600
9418, Ecuador,20,9000
9419,Pyongyang,1890,9300
9420,Kingston,1890,9300
9421, Wallis And Futuna Islands,20,5400
9422, Tanzania,20,9000
9423, Caribbean,21,17200
9424,Port-au-Prince,1960,11600
9425,Malabo,1960,9300
9426, Moldova,19,6500
9427,Windhoek,1940,11600
9428, Macedonia,19,20900
9429, Tuvalu,20,22200
9430, Western Sahara,19,9300
9431, Austria,20,9300
9432, Japan,19,22200
9433, Ukraine,19,9000
9434, Luxembourg,19,38600
9435,St. George's,1930,9000
9436, Gabon,20,12400
9437, Congo,19,17200
9438, Guernsey and Alderney,20,34400
9439, Mali,19,12400
9440, Seychelles,19,43100
9441, Taiwan,19,11600
9442, Mayotte,19,9000
9443, Africa,19,17200
9444, Guadeloupe,20,5400
9445, Burundi,20,12400
9446, United Arab Emirates,20,9300
9447, Central African Republic,20,20900
9448,San Jose,1930,9300
9449,Doha,1920,9300
9450, Malta,19,17200
9451,Belgrade,1890,24100
9452,Dodoma,1960,11600
9453, Barbados,20,17200
9454,Jamestown,1950,6500
9455, Norfolk Island,20,5400
9456, Tanzania,20,12400
9457, Cambodia,20,9000
9458, Madagascar,20,12400
9459, Lithuania,20,9300
9460, Fiji Islands,20,9300
9461, Cayman Islands,19,42800
9462,Skopje,1930,9300
9463,Algiers,1960,6500
9464, Haiti,20,6500
9465, Syria,19,17200
9466, Macau S.A.R.,20,9300
9467, Swaziland,19,17200
9468,Berlin,1930,22200
9469, Oceania,18,12400
9470, Senegal,20,9000
9471, Man (Isle of),19,25800
9472, Portugal,20,9300
9473, Norfolk Island,19,17200
9474, Congo,19,6500
9475, Venezuela,19,9300
9476, Singapore,19,17200
9477, Northern Mariana Islands,20,9300
9478, Philippines,20,11600
9479, Nigeria,20,9000
9480, Moldova,20,5400
9481, Taiwan,20,22200
9482, Portugal,20,3100
9483, Malaysia,20,6500
9484, Jordan,20,5400
9485,Bujumbura,1960,9300
9486, Sint Maarten (Dutch part),20,6500
9487, Solomon Islands,19,17200
9488,Kinshasa,1950,22200
9489, Mongolia,19,34400
9490,Roseau,1960,25800
9491, Ukraine,20,9000
9492,Kingston,1940,12400
9493, Czech Republic,20,11600
9494, Saint Helena,20,11600
9495, Nauru,20,9000
9496, Bermuda,20,9300
9497, Norway,20,6500
9498,Tokyo,1940,22200
9499, South Georgia,19,9300
9500, Oceania,21,6500
9501, Guadeloupe,20,11600
9502,Bridgetown,1940,25800
9503,Malabo,1960,22200
9504, Dominican Republic,20,9000
9505,Vilnius,1910,20900
9506, Sint Maarten (Dutch part),20,12400
9507, Romania,20,17200
9508, Morocco,20,9000
9509, Macau S.A.R.,20,11600
9510, Mauritius,20,3100
9511, Zambia,20,11600
9512, New Caledonia,20,24100
9513,Berlin,1940,9300
9514, Pakistan,20,9300
9515, French Guiana,20,17200
9516, Guernsey and Alderney,20,34400
9517, Venezuela,19,11600
9518,Dakar,1960,9300
9519,Wellington,1940,42800
9520, Myanmar,20,6500
9521, Norway,20,11600
9522, Laos,20,9300
9523, Uruguay,20,12400
9524, Liechtenstein,19,22200
9525, Korea North,19,5400
9526, Paraguay,19,3100
9527, Saint Pierre and Miquelon,20,11600
9528, Eritrea,19,5400
9529, Chad,19,9300
9530, Saudi Arabia,19,9300
9531, Montserrat,19,9000
9532, Mauritania,20,5400
9533, Turkmenistan,20,5400
9534, Bolivia,19,9000
9535, Saint Helena,20,9300
9536, Wallis And Futuna Islands,20,3100
9537, Qatar,20,6500
9538, Micronesia,20,9300
9539, Venezuela,20,9300
9540,Gaborone,1950,6500
9541, Bolivia,20,11600
9542,Porto-Novo,1970,45500
9543, Jersey,20,5400
9544, Egypt,20,9000
9545, Niger,19,3100
9546, Netherlands The,19,9300
9547, Kiribati,20,20900
9548, United States,19,5400
9549, Tajikistan,20,12400
9550, Western Africa,21,9300
9551, Slovakia,20,9300
9552, Laos,20,20900
9553, Vietnam,20,38600
9554, Denmark,20,20900
9555,New Delhi,1970,17200
9556,Vaduz,1960,12400
9557, Christmas Island,20,9000
9558, Switzerland,20,9300
9559,Rabat,1940,6500
9560,Ulan Bator,1930,5400
9561, Ghana,19,12400
9562, Cook Islands,19,20900
9563, Botswana,20,20900
9564, Rwanda,19,22200
9565, Haiti,19,6500
9566,Athens,1930,9300
9567,Kiev,1930,11600
9568, Malta,20,9300
9569, Palestinian Territory Occupied,19,24100
9570, Russia,20,12400
9571,Noumea,1950,11600
9572, Saint Vincent And The Grenadines,20,6500
9573, Uzbekistan,20,9300
9574,Addis Ababa,1930,9300
9575, Nicaragua,20,25800
9576, Armenia,20,24100
9577, Lebanon,20,6500
9578, Niue,20,17200
9579, Tajikistan,20,24100
9580, Palau,20,9000
9581, Ethiopia,20,9000
9582, Samoa,20,9300
9583, Eritrea,20,12400
9584,Tegucigalpa,1960,5400
9585, Oceania,21,38600
9586, Switzerland,20,3100
9587, Svalbard And Jan Mayen Islands,20,5400
9588, Svalbard And Jan Mayen Islands,20,9000
9589, Guyana,20,22200
9590,Nouakchott,1960,9300
9591,Apia,1940,9300
9592,Port of Spain,1950,9000
9593, Sri Lanka,20,12400
9594,Marigot,1960,9000
9595, China,20,25800
9596,Thimphu,1960,11600
9597, Pitcairn Island,19,9300
9598,Pristina,1960,17200
9599, Italy,20,43100
9600, Antigua And Barbuda,20,25800
9601, Moldova,20,12400
9602,Gustavia,1950,9300
9603,Islamabad,1940,11600
9604,Moscow,1930,11600
9605, Comoros,20,6500
9606,Dodoma,1930,22200
9607, Trinidad And Tobago,20,9300
9608,Gaborone,1950,5400
9609, American Samoa,19,43100
9610,Santiago,1870,9300
9611, Mauritania,19,17200
9612, Maldives,20,9000
9613, Tajikistan,19,9000
9614, Guadeloupe,20,9300
9615, Kenya,20,6500
9616,Gustavia,1950,34700
9617, Sint Maarten (Dutch part),20,9300
9618, Micronesia,20,22200
9619, Belgium,20,20900
9620, Nauru,20,12400
9621,San Marino,1940,3100
9622, Martinique,20,3100
9623, Svalbard And Jan Mayen Islands,19,20900
9624,Helsinki,1950,9300
9625, El Salvador,20,20900
9626, Vietnam,20,12400
9627, Mexico,20,9300
9628,Funafuti,1940,12400
9629, Falkland Islands,20,22200
9630,Zagreb,1940,9000
9631,Mexico City,1930,11600
9632,Dakar,1930,9000
9633, Bulgaria,20,34400
9634, Seychelles,20,9300
9635, Ukraine,19,9300
9636, Liberia,20,20900
9637,Roseau,1960,9000
9638, Niue,19,11600
9639, Guinea-Bissau,20,3100
9640, Central African Republic,20,12400
9641, Burkina Faso,19,12400
9642, Christmas Island,19,12400
9643, American Samoa,20,9000
9644, Trinidad And Tobago,20,9000
9645, Syria,20,6500
9646, Seychelles,20,9300
9647, Caribbean,21,34400
9648, Eastern Africa,18,20900
9649, Czech Republic,19,9000
9650, Seychelles,20,6500
9651, Gambia The,20,6500
9652,Yaren,1930,9300
9653, French Polynesia,20,25800
9654,Tripolis,1930,5400
9655,Saint-Denis,1940,6500
9656,El-Aaiun,1960,9000
9657, Pakistan,20,25800
9658,George Town,1930,22200
9659, Montserrat,20,25800
9660, Rwanda,20,6500
9661,Port of Spain,1950,9000
9662,Nicosia,1930,9300
9663, Namibia,20,9000
9664, France,20,9300
9665,Athens,1920,22200
9666,Wellington,1960,22200
9667, Greece,19,17200
9668, Antigua And Barbuda,19,34400
9669, Niger,19,24100
9670, Polynesia,18,20900
9671,Canberra,1960,22200
9672, Cook Islands,20,9000
9673,El-Aaiun,1940,22200
9674, Liberia,20,3100
9675, Southern Asia,18,22200
9676, Suriname,20,9300
9677,Honiara,1950,22200
9678, Macedonia,19,9300
9679, Cape Verde,20,11600
9680,Roseau,1970,9300
9681,Maseru,1950,9300
9682,El-Aaiun,1960,11600
9683,Asmara,1960,12400
9684, Portugal,19,25800
9685, Niger,20,9300
9686, Brazil,20,5400
9687, Asia,21,22200
9688,Nicosia,1960,34400
9689,Malabo,1960,9300
9690, Luxembourg,19,11600
9691,Kingston,1890,6500
9692, Afghanistan,19,11600
9693, Lithuania,20,5400
9694, El Salvador,20,12400
9695, Falkland Islands,19,9300
9696, Albania,19,9000
9697, South Africa,19,34400
9698, Argentina,20,3100
9699, Tonga,19,6500
9700, Macedonia,19,9300
9701, Moldova,20,22200
9702, Guernsey and Alderney,19,25800
9703, Eastern Africa,18,12400
9704, Belize,19,24100
9705, Martinique,20,17200
9706, Turkey,19,17200
9707, Antigua And Barbuda,19,9300
9708, Pakistan,19,17200
9709, Ethiopia,20,17200
9710, British Indian Ocean Territory,20,9300
9711, Estonia,19,9300
9712, Belarus,20,22200
9713,Flying Fish Cove,1940,12400
9714, Saudi Arabia,20,12400
9715,Abuja,1920,11600
9716, Cambodia,20,9300
9717,Kinshasa,1950,20900
9718, Thailand,20,11600
9719, Romania,20,17200
9720, Burkina Faso,19,9000
9721, Western Sahara,19,38600
9722, French Guiana,20,6500
9723, Dominica,20,9000
9724, Greece,19,22200
9725, Montserrat,20,17200
9726, Uzbekistan,19,9300
9727, Puerto Rico,20,11600
9728, Virgin Islands (British),20,11600
9729, Trinidad And Tobago,19,6500
9730, Guernsey and Alderney,20,12400
9731, Korea South,19,17200
9732," Bonaire, Sint Eustatius and Saba",19,9300
9733, Western Asia,18,9300
9734, Palau,20,17200
9735, Korea North,20,9000
9736, Micronesia,20,3100
9737, Eastern Europe,18,9300
9738, Andorra,19,6500
9739, South Sudan,20,9300
9740, Senegal,19,9000
9741, Israel,20,9300
9742, Southern Europe,18,9300
9743, Peru,19,24100
9744, Japan,19,9000
9745,Bishkek,1930,17200
9746, Nigeria,19,11600
9747, Estonia,19,17200
9748, Bangladesh,20,11600
9749, Kenya,20,6500
9750, Zimbabwe,20,43100
9751, Norfolk Island,19,17200
9752,Managua,1930,22200
9753,Mariehamn,1950,9300
9754, Belgium,20,9000
9755,Porto-Novo,1940,6500
9756,Avarua,1960,9000
9757,Niamey,1940,17200
9758,Diego Garcia,1950,9000
9759, Tunisia,20,11600
9760, Zimbabwe,20,9000
9761, Haiti,20,49000
9762, Netherlands The,20,11600
9763,Zagreb,1950,25800
9764, Laos,20,9300
9765, Saint Lucia,20,9300
9766, Paraguay,20,17200
9767,Saint-Denis,1940,12400
9768, Guam,19,5400
9769,Bern,1950,12400
9770, Burkina Faso,20,9300
9771, Curaçao,20,12400
9772,Avarua,1940,9300
9773,Rabat,1940,22200
9774, Cameroon,19,11600
9775, Bermuda,20,17200
9776, Swaziland,20,9300
9777, Romania,20,12400
9778, Eastern Africa,21,34400
9779, Caribbean,21,25800
9780, Jersey,20,5400
9781, Madagascar,20,12400
9782,London,1950,17200
9783, France,20,12400
9784, Turkey,20,3100
9785, Togo,20,17200
9786, Netherlands The,20,11600
9787, Luxembourg,20,17200
9788, Jersey,20,20900
9789,Mogadishu,1930,9300
9790, Bhutan,19,9300
9791, New Caledonia,19,5400
9792, Burkina Faso,19,20900
9793, San Marino,20,9300
9794, Nauru,19,34700
9795, Antigua And Barbuda,20,12400
9796, Paraguay,20,9300
9797, Cape Verde,20,5400
9798, Lebanon,20,9300
9799, Mauritius,19,17200
9800, Virgin Islands (US),19,9300
9801, Belgium,20,6500
9802,Nassau,1950,34700
9803, Martinique,20,9000
9804, Greenland,20,25800
9805,Helsinki,1950,9000
9806, Yemen,20,9300
9807,El-Aaiun,1960,9300
9808, Kyrgyzstan,20,9300
9809, Kenya,20,20900
9810, Greenland,19,9300
9811, Barbados,20,3100
9812, Burundi,20,9000
9813,Noumea,1950,12400
9814, Saint Kitts And Nevis,20,3100
9815, Estonia,20,34700
9816,Vienna,1950,11600
9817, Liberia,20,22200
9818, Nicaragua,20,9300
9819, Western Asia,18,6500
9820, Palau,20,11600
9821, South America,18,9300
9822, Falkland Islands,20,12400
9823, Cameroon,20,24100
9824,New Delhi,1940,5400
9825, Russia,20,42800
9826, Marshall Islands,20,12400
9827, Norfolk Island,19,17200
9828, Finland,20,9300
9829,Ankara,1940,22200
9830, Turks And Caicos Islands,20,9000
9831, Palestinian Territory Occupied,20,6500
9832, Namibia,20,20900
9833, Aland Islands,20,20900
9834, Poland,19,9000
9835, Germany,19,9000
9836, Turkmenistan,20,9300
9837, Christmas Island,20,9300
9838, Maldives,20,6500
9839, Chad,19,12400
9840, Saint-Martin (French part),19,6500
9841,Antananarivo,1940,17200
9842, Martinique,20,34400
9843, Guam,20,20900
9844, Chile,19,6500
9845, South Sudan,19,11600
9846, Portugal,20,11600
9847, Mauritius,20,5400
9848, Cote D'Ivoire (Ivory Coast),19,17200
9849, Dominican Republic,20,5400
9850, Chile,20,9000
9851, Brunei,20,9000
9852, Puerto Rico,20,3100
9853, Bahamas The,20,17200
9854, Guyana,20,43100
9855, Samoa,20,6500
9856,St Peter Port,1950,20900
9857, Chad,19,6500
9858, El Salvador,20,9000
9859, Mali,20,9000
9860,Ulan Bator,1950,3100
9861, Western Asia,18,6500
9862," Bonaire, Sint Eustatius and Saba",20,11600
9863, Honduras,20,9000
9864, Svalbard And Jan Mayen Islands,20,9300
9865, Dominica,20,11600
9866,Marigot,1960,11600
9867, Western Africa,18,25800
9868, Korea North,20,9300
9869,Sao Tome,1950,39500
9870, Saint Pierre and Miquelon,20,20900
9871, Oceania,21,6500
9872,Roseau,1970,20900
9873, Eritrea,20,24100
9874,Honiara,1950,17200
9875,Paramaribo,1960,6500
9876," Bonaire, Sint Eustatius and Saba",20,43100
9877, Svalbard And Jan Mayen Islands,20,12400
9878, Korea South,20,22200
9879, Madagascar,20,11600
9880, Europe,21,9300
9881, Paraguay,20,5400
9882, Syria,20,11600
9883, El Salvador,20,6500
9884, Suriname,20,22200
9885, Georgia,20,11600
9886, Togo,20,11600
9887, Chad,20,9300
9888,Porto-Novo,1970,9300
9889, Christmas Island,20,12400
9890, Sao Tome and Principe,19,9300
9891, Vatican City State (Holy See),20,17200
9892, Ecuador,19,24100
9893, Guinea,20,3100
9894, Gambia The,20,9300
9895, Armenia,20,3100
9896, Ireland,20,12400
9897, Tonga,20,9300
9898, Anguilla,20,5400
9899, Slovakia,20,9000
9900, Sint Maarten (Dutch part),19,9300
9901,Khartoum,1960,12400
9902, Serbia,20,11600
9903, Ecuador,20,9300
9904, Guinea,20,20900
9905, Reunion,20,9000
9906, Belgium,20,17200
9907, French Southern Territories,20,12400
9908, Cambodia,20,12400
9909, Slovenia,20,12400
9910, Greenland,20,12400
9911, Guernsey and Alderney,20,42800
9912,Dushanbe,1940,5400
9913, Azerbaijan,19,6500
9914, Congo,20,3100
9915, Greece,20,9300
9916, Western Europe,18,11600
9917, Caribbean,21,6500
9918, Niger,20,12400
9919, Gabon,20,3100
9920,Bamako,1960,11600
9921, United States,20,17200
9922, Montserrat,20,12400
9923, Fiji Islands,19,20900
9924, South Georgia,20,20900
9925, Israel,20,6500
9926, Belgium,20,34400
9927, Cyprus,20,24100
9928, Eritrea,20,12400
9929,Vientiane,1940,3100
9930, Montenegro,19,9300
9931, Armenia,20,11600
9932, Dominican Republic,20,22200
9933, Niue,20,9300
9934, Thailand,20,3100
9935, Honduras,20,6500
9936, Uruguay,20,9300
9937, Slovenia,20,6500
9938, Syria,20,12400
9939, Martinique,20,9300
9940, Caribbean,21,12400
9941, Bhutan,20,12400
9942, Guernsey and Alderney,20,20900
9943, Caribbean,21,9300
9944, Montserrat,19,22200
9945, Mongolia,20,9300
9946, Guinea,19,11600
9947, Austria,20,9300
9948, Belarus,20,34400
9949,Alofi,1970,12400
9950, South Africa,20,12400
9951, Tunisia,20,12400
9952, Kosovo,20,17200
9953, Mayotte,20,5400
9954, Netherlands The,20,9300
9955, Togo,19,11600
9956, Ethiopia,20,9300
9957,Kathmandu,1950,9300
9958, Tuvalu,20,11600
9959, Burkina Faso,20,22200
9960, Svalbard And Jan Mayen Islands,20,17200
9961, Germany,20,9300
9962, Europe,21,17200
9963,Diego Garcia,1950,9000
9964, Cayman Islands,20,9300
9965,Lilongwe,1940,9000
9966, United Arab Emirates,20,9000
9967, Hungary,20,9000
9968, Guadeloupe,20,5400
9969,Port of Spain,1920,3100
9970,Vatican City,1960,11600
9971, Svalbard And Jan Mayen Islands,20,20900
9972,Accra,1940,5400
9973, Venezuela,20,6500
9974, Monaco,20,5400
9975,Mexico City,1930,9300
9976,Juba,1970,5400
9977, Morocco,20,6500
9978, Cook Islands,20,5400
9979, Peru,20,20900
9980, Central America,21,17200
9981, Czech Republic,19,9300
9982, Belgium,19,3100
9983, Gabon,20,9000
9984,Phnom Penh,1970,6500
9985, Djibouti,19,9300
9986,Flying Fish Cove,1940,5400
9987, Indonesia,20,6500
9988, Spain,20,25800
9989,Basse-Terre,1930,25800
9990, Ecuador,20,11600
9991,Kinshasa,1920,3100
9992, Dominica,20,9300
9993,Vaduz,1920,12400
9994, Algeria,19,25800
9995,Valletta,1970,11600
9996,Skopje,1960,11600
9997,Adamstown,1930,9000
9998, Angola,20,20900
9999,Saint-Pierre,1940,11600
10000,Bangkok,1940,24100
10001, Turkmenistan,20,12400
10002, South Georgia,20,9300
10003, El Salvador,20,9000
10004, Iceland,20,38600
10005, Namibia,20,11600
10006, Mauritius,20,9300
10007, Uzbekistan,20,45500
10008,Hong Kong,1920,12400
10009,Nicosia,1930,9300
10010, India,19,22200
10011, Asia,21,11600
10012, Guatemala,20,11600
10013,Lima,1940,11600
10014, Djibouti,19,6500
10015, Zambia,19,24100
10016, Lebanon,20,24100
10017, Korea North,20,5400
10018,Riga,1960,6500
10019, Oceania,21,9000
10020,Podgorica,1960,9000
10021, Tuvalu,20,3100
10022, Panama,20,12400
10023, Lithuania,20,9000
10024, Brunei,20,9300
10025,Colombo,1940,11600
