,city,decade,Income ($)
7248,Majuro,1900,20900
7249,Damascus,1910,20900
7250,Beirut,1960,9000
7251,Djibouti,1920,20900
7252,Saint-Pierre,1950,42800
7253,Kralendijk,1960,42800
7254,Kiev,1940,11600
7255,Skopje,1960,9000
7256,Gustavia,1920,20900
7257,Muscat,1910,43100
7258,Singapur,1940,5400
7259,Saipan,1940,17200
7260,Yaounde,1910,9300
7261,Alofi,1940,11600
7262,Kigali,1900,12400
7263,Moroni,1900,24100
7264,Antananarivo,1850,9300
7265,Lisbon,1910,25800
7266,Niamey,1880,11600
7267,Khartoum,1960,9000
7268,Kuwait City,1960,9300
7269,Freetown,1930,17200
7270,Jerusalem,1910,5400
7271,Bangui,18,9300
7272,Male,1930,11600
7273,Willemstad,1960,42800
7274,Gibraltar,1960,9000
7275,Port Louis,1930,34700
7276,Sanaa,1900,24100
7277,Reykjavik,1930,11600
7278,Maputo,1930,20900
7279,Hagatna,1910,5400
7280,Kralendijk,1920,11600
7281,Reykjavik,1930,9300
7282,Washington,1960,9300
7283,Paris,1950,12400
7284,Basseterre,1940,17200
7285,Singapur,1960,9300
7286,Praia,1950,43100
7287,Pago Pago,1830,20900
7288,Warsaw,1950,9000
7289,Mbabane,1960,11600
7290,Manila,1960,11600
7291,Kinshasa,1960,22200
7292,Dakar,1960,24100
7293,Juba,1930,9300
7294,Paris,1910,11600
7295,Torshavn,1920,17200
7296,Lusaka,1830,6500
7297,Suva,1960,12400
7298,Damascus,1950,9000
7299,Riga,1940,22200
7300,Lilongwe,1950,20900
7301,Quito,1870,22200
7302,Dakar,1880,9000
7303,Apia,1950,25800
7304,Kralendijk,1960,11600
7305,Basseterre,1970,17200
7306,Copenhagen,1960,9300
7307,Addis Ababa,1960,39500
7308,Sucre,1940,6500
7309,Panama City,1910,17200
7310,Accra,1900,42800
7311,Marigot,1890,5400
7312,Macao,1890,6500
7313,Podgorica,1890,9300
7314,Mata Utu,1910,9000
7315,Nassau,1900,5400
7316,Tunis,1890,25800
7317,Marigot,1930,5400
7318,Port-au-Prince,1960,39500
7319,Luxembourg,1910,9000
7320,Baghdad,1910,22200
7321,Kampala,1930,5400
7322,Bangui,1940,9300
7323,Tallinn,1930,24100
7324,Beijing,1960,9300
7325,Valletta,1950,34700
7326,Belmopan,1950,20900
7327,Saint-Pierre,1960,12400
7328,Asuncion,1860,11600
7329,Mariehamn,1930,9300
7330,Bridgetown,1870,17200
7331,Bangkok,1910,17200
7332,Alofi,1920,9300
7333,Malabo,1970,25800
7334,Abu Dhabi,1910,20900
7335,Vientiane,1930,20900
7336,Porto-Novo,1930,9000
7337,Adamstown,1930,9300
7338,Cockburn Town,1930,3100
7339,Tehran,1930,12400
7340,Chisinau,1890,11600
7341,Basse-Terre,1910,9000
7342,Buenos Aires,1930,12400
7343,Victoria,1920,9300
7344,Yaounde,1950,12400
7345,Ankara,1940,6500
7346,Managua,1940,9000
7347,N'Djamena,1860,6500
7348,Mata Utu,1930,6500
7349,Hong Kong,1910,6500
7350,Longyearbyen,1890,6500
7351,Roseau,1870,9000
7352,Baghdad,1950,20900
7353,Rabat,20,22200
7354,Port Vila,1920,11600
7355,Nay Pyi Taw,1920,9000
7356,Podgorica,1880,3100
7357,Mexico City,1940,22200
7358,Avarua,1910,9300
7359,Kathmandu,1910,9000
7360,Cockburn Town,1900,6500
7361,Bucharest,1950,22200
7362,Algiers,1890,11600
7363,Niamey,1880,22200
7364,London,1900,17200
7365,Yamoussoukro,1910,11600
7366,Bern,1880,6500
7367,Saipan,1930,39500
7368,Maputo,1910,34400
7369,Nassau,1940,6500
7370,Tokyo,1930,3100
7371,Sofia,1920,11600
7372,Tunis,1910,9300
7373,Quito,1920,9000
7374,Gustavia,1900,9000
7375,Kathmandu,1880,9300
7376,Lisbon,1890,9300
7377,Dakar,1930,3100
7378,Oranjestad,1950,17200
7379,Plymouth,1790,20900
7380,Ouagadougou,18,9000
7381,Abu Dhabi,1790,20900
7382,Nassau,1930,17200
7383,Yaounde,1890,11600
7384,Monrovia,1950,17200
7385, Western Africa,21,11600
7386,Monrovia,1950,17200
7387,Nicosia,1960,6500
7388,Majuro,1940,12400
7389,Buenos Aires,1930,20900
7390,East Jerusalem,1920,9300
7391,Bissau,1900,11600
7392,Addis Ababa,1960,17200
7393,Vatican City,1940,9300
7394,Amman,1960,6500
7395,Guatemala City,1940,17200
7396,Diego Garcia,1780,3100
7397,Phnom Penh,1960,5400
7398,Cairo,1950,9300
7399,Prague,1970,9000
7400,Maseru,1950,34400
7401,Banjul,1930,3100
7402,Dili,1930,3100
7403,San Jose,1810,9000
7404,Kathmandu,1930,9000
7405,Kampala,1910,5400
7406,Yaounde,1970,3100
7407,Banjul,1890,9300
7408,Buenos Aires,1920,9300
7409,Accra,1900,9300
7410,Freetown,1950,11600
7411,Luxembourg,1960,9300
7412, Middle Africa,21,9300
7413,Dushanbe,1950,9300
7414,Amman,1910,17200
7415,Tallinn,1960,9300
7416,Basseterre,1960,11600
7417,Bissau,1960,17200
7418,Santo Domingo,1880,20900
7419,San Salvador,1930,9300
7420,Avarua,19,17200
7421,Saint Helier,1860,34400
7422,Thimphu,1930,22200
7423,San Juan,1960,11600
7424,Fort-de-France,1940,11600
7425,Prague,1820,11600
7426,Islamabad,1960,5400
7427,Philipsburg,1950,11600
7428,Saipan,1910,17200
7429,Jerusalem,1900,22200
7430,Mamoudzou,1910,34400
7431,Baku,1950,9300
7432,Ouagadougou,1940,9300
7433,Asuncion,1940,11600
7434,Sao Tome,1960,22200
7435,Paris,1950,22200
7436,Accra,1960,25800
7437,Bern,1950,17200
7438,Mogadishu,1920,17200
7439,Tokyo,1880,24100
7440,Madrid,1920,43100
7441,Grytviken,1940,17200
7442,Damascus,1950,9300
7443,"Douglas, Isle of Man",1950,24100
7444,Manama,1960,9300
7445,Phnom Penh,19,17200
7446,Wellington,1960,9300
7447,Stanley,1960,24100
7448,Sanaa,1870,9300
7449,Jamestown,1940,17200
7450,Madrid,19,9300
7451,Djibouti,1950,9300
7452,Vientiane,1950,9300
7453,Stanley,1940,5400
7454,Kiev,19,43100
7455,Vientiane,1960,11600
7456,Tarawa,1970,12400
7457,Castries,1860,22200
7458,Andorra la Vella,1820,9300
7459, Southern Europe,18,5400
7460,Monaco,1930,24100
7461, Africa,19,11600
7462,Gustavia,1840,5400
7463,Lusaka,1960,20900
7464,Dakar,1810,9000
7465,Maseru,1920,9300
7466,Riga,1790,3100
7467,Ankara,1920,34400
7468,Bujumbura,1840,6500
7469,Fort-de-France,1910,9000
7470,Hanoi,1970,22200
7471,Dakar,1910,34700
7472,Panama City,1900,9000
7473,Lisbon,1900,11600
7474,N'Djamena,1950,20900
7475,Windhoek,1880,12400
7476,Bandar Seri Begawan,1900,25800
7477, Northern Europe,20,24100
7478,Maseru,1990,6500
7479,Kiev,1930,22200
7480, Australia and New Zealand,21,17200
7481,Wellington,1920,12400
7482,Vaduz,1950,12400
7483,Managua,1840,11600
7484,Tehran,1960,12400
7485,Avarua,18,9300
7486,Roseau,1930,5400
7487,Dili,1950,22200
7488,San Juan,1810,43100
7489,Tunis,1940,25800
7490,Seoul,1900,24100
7491,Bishkek,1900,11600
7492,Nairobi,1940,17200
7493,Buenos Aires,1940,25800
7494, South-Eastern Asia,20,22200
7495,Bangkok,1870,9300
7496,Porto-Novo,1900,6500
7497, Africa,19,11600
7498,Palikir,1920,38600
7499, Eastern Africa,21,22200
7500,Ulan Bator,1940,17200
7501,Tallinn,1930,9000
7502,Seoul,1850,22200
7503,Male,1950,9300
7504,Algiers,1890,12400
7505,Dhaka,1860,9000
7506,Paramaribo,1920,9000
7507,Gibraltar,1840,24100
7508,London,1920,11600
7509,San Marino,1860,5400
7510,Amsterdam,1930,9300
7511,Ottawa,19-20,9000
7512,San Marino,1920,9000
7513,Riyadh,1940,25800
7514,Fort-de-France,1870,20900
7515,Nouakchott,1930,9000
7516,Tunis,1880,9300
7517,Malabo,1950,9300
7518,Mogadishu,1850,9300
7519,Vaduz,1890,9300
7520,Beirut,1920,39500
7521,Port Moresby,1930,12400
7522,Quito,1910,39500
7523,Antananarivo,1940,9300
7524,Managua,1900,9000
7525,St. John's,1970,5400
7526,Maputo,1920,17200
7527,Nicosia,1830,9000
7528,Jakarta,1890,22200
7529,Majuro,1930,20900
7530,Bern,19,5400
7531,George Town,19-20,17200
7532,Tehran,1920,11600
7533,Mariehamn,1850,6500
7534,Mamoudzou,1900,5400
7535,Marigot,1950,9300
7536,Bissau,1910,9000
7537,Dili,1840,12400
7538,Philipsburg,1990,20900
7539,Khartoum,1940,9000
7540,Papeete,1970,34400
7541,Tirana,1830,12400
7542,Saint-Denis,1820,9000
7543,Luanda,1920,22200
7544,Mamoudzou,1950,9000
7545,Andorra la Vella,1880,12400
7546, Eastern Africa,18,9300
7547,Islamabad,1950,9300
7548,Pago Pago,1970,6500
7549, Africa,19,9300
7550,Podgorica,1960,5400
7551,Male,1950,6500
7552,Kingstown,1960,17200
7553,Nassau,1870,9300
7554, South-Eastern Asia,18,5400
7555,Yamoussoukro,1860,25800
7556,Charlotte Amalie,1920,17200
7557,Baku,1920,3100
7558,Lima,1890,12400
7559,Vilnius,1960,11600
7560,Santo Domingo,1940,5400
7561,Valletta,1960,20900
7562,N'Djamena,1910,6500
7563,Port-au-Prince,1970,11600
7564,Yerevan,1880,11600
7565,Khartoum,1920,9300
7566,Vatican City,1950,6500
7567,Brazzaville,1900,9000
7568,"Douglas, Isle of Man",1940,9300
7569,Beirut,1900,39500
7570,Wellington,1980,17200
7571,San Salvador,1940,9000
7572,Dodoma,1960,11600
7573,Philipsburg,1910,12400
7574,West Island,1860,9000
7575,Tehran,1940,12400
7576,Lilongwe,1910,12400
7577,Vilnius,1910,6500
7578,Astana,1940,6500
7579,Islamabad,1870,12400
7580,Gibraltar,1820,24100
7581,Hagatna,1910,9300
7582,Kathmandu,1960,11600
7583,Havana,1940,39500
7584,Sanaa,1950,11600
7585,Maseru,1950,9300
7586,Yerevan,1890,6500
7587,Ashgabat,1970,9000
7588,Kathmandu,1990,20900
7589,Male,18,22200
7590,Fort-de-France,1920,11600
7591,Praia,1940,9000
7592,Tirana,18,5400
7593,Suva,1900,3100
7594,Nay Pyi Taw,1900,25800
7595,Grytviken,1900,9300
7596,Mariehamn,1930,6500
7597,Stanley,1990,9000
7598,Cayenne,1940,9300
7599,Addis Ababa,1950,9300
7600,Khartoum,1950,9000
7601,Stanley,1950,9300
7602,Helsinki,1920,11600
7603,Zagreb,1920,9000
7604,Andorra la Vella,1820,5400
7605,Reykjavik,1960,5400
7606,George Town,1970,34700
7607,Tbilisi,1960,24100
7608,Juba,1950,20900
7609,Skopje,1950,9000
7610,Monrovia,1950,5400
7611,Asuncion,1890,22200
7612,Malabo,1870,9300
7613,Asuncion,1890,9300
7614,Gaborone,1900,11600
7615,Budapest,1910,9000
7616,Nouakchott,1940,9300
7617,New Delhi,1920,9300
7618,Majuro,1920,11600
7619,Saint-Pierre,1920,6500
7620,Zagreb,1940,24100
7621,Baku,1920,9300
7622,Roseau,1910,9000
7623,Bogota,1930,6500
7624,Nuuk,1990,9300
7625,Avarua,1950,12400
7626, Polynesia,21,5400
7627,Bucharest,1960,11600
7628,Longyearbyen,1920,22200
7629,Noumea,1950,11600
7630,Riga,1920,12400
7631,San Marino,1930,9300
7632,Majuro,1860,12400
7633,Port Louis,1930,22200
7634,Pago Pago,1950,20900
7635,Tarawa,1930,24100
7636,Honiara,1940,9300
7637,Warsaw,1970,9300
7638,Ashgabat,1930,9300
7639,Kabul,1870,3100
7640,Alofi,1900,9000
7641,Amman,1860,25800
7642,Doha,1870,17200
7643,Doha,1880,9000
7644,Budapest,1830,34700
7645,Addis Ababa,1930,34400
7646,Sanaa,1960,25800
7647,Sucre,1950,11600
7648,West Island,1950,11600
7649,Berlin,20,20900
7650,Longyearbyen,1900,11600
7651, Western Africa,18,11600
7652,Bishkek,19,11600
7653,Gaborone,1860,12400
7654,Santiago,1990,3100
7655,Male,1940,9000
7656,Basse-Terre,1950,9000
7657,Nouakchott,1960,11600
7658,Podgorica,1960,9300
7659,Vatican City,1950,12400
7660,"Douglas, Isle of Man",1950,9300
7661,Gustavia,1970,11600
7662,Maputo,1930,9300
7663,Athens,1920,9000
7664,Gustavia,1980,3100
7665,Bishkek,19,22200
7666,N'Djamena,1790,6500
7667,Lilongwe,1950,5400
7668,Bamako,1960,9300
7669,Cockburn Town,1900,17200
7670, Africa,19,12400
7671,Managua,1970,17200
7672,Mamoudzou,1950,34400
7673,Muscat,19,9000
7674,Tripolis,1970,34700
7675, Northern Africa,21,24100
7676,Buenos Aires,21,5400
7677,Bridgetown,19-20,9300
7678,Rome,1910,25800
7679,San Juan,1790,6500
7680,Fort-de-France,1830,34400
7681,Port-au-Prince,1930,11600
7682,Hamilton,1910,9300
7683,Nicosia,1910,6500
7684,San Jose,1820,9300
7685,Willemstad,1920,9300
7686,Wellington,1930,17200
7687,Macao,1980,9300
7688,Port-au-Prince,1820,9300
7689,Sanaa,1810,11600
7690,West Island,1970,11600
7691,Helsinki,1920,24100
7692,Conakry,1900,11600
7693,Avarua,1880,12400
7694,Wellington,1890,17200
7695,Plymouth,2000,5400
7696,Bern,1900,9000
7697,San Marino,1970,22200
7698,Malabo,1910,9300
7699, Africa,19,24100
7700,St Peter Port,1940,9000
7701,Ulan Bator,1890,34400
7702, South-Eastern Asia,18,9000
7703,Panama City,1810,9000
7704,Andorra la Vella,1900,11600
7705,Papeete,1860,6500
7706,Gibraltar,19,5400
7707,Vaduz,1860,17200
7708,Lome,1950,34400
7709,Brazzaville,1860,9300
7710,Roseau,1960,43100
7711,Gibraltar,1910,9300
7712,Taipei,1820,17200
7713,Prague,1800,9000
7714,Kiev,1930,20900
7715,Kingstown,1940,6500
7716,Porto-Novo,1970,9300
7717,Macao,19,20900
7718, Eastern Africa,21,9000
7719,Hong Kong,1970,45500
7720,Juba,1890,25800
7721,Jamestown,1890,17200
7722,Cockburn Town,21,17200
7723,Canberra,1850,20900
7724,Oslo,1960,17200
7725,Conakry,1900,5400
7726,Philipsburg,1990,9300
7727, Central America,18,9000
7728,Prague,1870,9300
7729,Jamestown,1840,25800
7730,Niamey,1880,3100
7731,Port Louis,1900,20900
7732,Lome,1920,6500
7733,Torshavn,1960,9300
7734,Amsterdam,1820,11600
7735,Kabul,1920,22200
7736,Podgorica,19,9300
7737,Santiago,1990,5400
7738,San Salvador,2000,9000
7739,Roseau,1900,24100
7740,Port-aux-Francais,1860,20900
7741,Belgrade,1940,6500
7742,Adamstown,1930,24100
7743,Hong Kong,1960,22200
7744,Apia,1920,9300
7745,Dushanbe,1910,39500
7746,Ouagadougou,1810,6500
7747,Papeete,1920,6500
7748, South America,21,20900
7749,Bujumbura,1910,42800
7750,Honiara,1820,6500
7751,East Jerusalem,21,5400
7752,Montevideo,2000,9000
7753,Tunis,1910,12400
7754,Amman,18,6500
7755,Lusaka,1940,3100
7756,St Peter Port,19,9300
7757,Avarua,1950,9000
7758,Dakar,1910,22200
7759,Nicosia,1880,12400
7760,Bogota,1960,9300
7761,Nassau,1850,34700
7762,Asmara,1880,9300
7763,Lilongwe,1910,11600
7764,Moscow,1930,12400
7765,Niamey,1830,6500
7766,Ottawa,19-20,9300
7767,Bogota,1980,34700
7768,Sarajevo,1890,11600
7769,Islamabad,1940,9300
7770,Pristina,18,11600
7771,Nay Pyi Taw,1940,22200
7772,Tashkent,1830,9000
7773,Kingston,1820,20900
7774,Saint-Pierre,2010,11600
7775,Freetown,1950,5400
7776,Warsaw,19,9000
7777,Paramaribo,1960,25800
7778,St. John's,19-20,11600
7779, Caribbean,18,11600
7780,Diego Garcia,1920,11600
7781,Bishkek,19,5400
7782,Lisbon,1840,17200
7783,St. John's,1870,9300
7784,Nouakchott,1840,9000
7785,New Delhi,1900,22200
7786,Minsk,1930,9300
7787,Fort-de-France,1870,9000
7788,Belgrade,19,9000
7789,Lima,1900,6500
7790,Dodoma,1890,9300
7791,Rome,1940,22200
7792,Jakarta,1880,20900
7793,Juba,1940,9300
7794,Lilongwe,20,17200
7795,Warsaw,1920,5400
7796,Khartoum,1830,25800
7797,Stanley,1940,9300
7798,Praia,1930,6500
7799,Panama City,1950,11600
7800,Ouagadougou,1940,20900
7801,Bissau,1920,9300
7802,Beirut,1880,42800
7803,Chisinau,1880,9300
7804,Brasilia,1880,6500
7805,Canberra,1930,5400
7806,Bratislava,1890,5400
7807,Basse-Terre,1950,9000
7808,Sao Tome,1840,20900
7809,New Delhi,1940,5400
7810,St. George's,1920,11600
7811,Asmara,1950,22200
7812,Budapest,1970,20900
7813,Cayenne,1970,9000
7814, Africa,19,12400
7815,Panama City,18,9000
7816,Vienna,1900,3100
7817,Tashkent,1910,25800
7818,Beirut,1900,9300
7819,Apia,2010,9000
7820,Malabo,1840,22200
7821,Dili,1940,34400
7822, Africa,19,9300
7823,Podgorica,1850,9300
7824,Nuku'alofa,1820,9300
7825,Addis Ababa,1830,22200
7826,San Salvador,2000,9300
7827, Southern Europe,21,25800
7828,Tashkent,1980,9300
7829,Brazzaville,1850,6500
7830,Lusaka,1840,38600
7831,Alofi,1810,9300
7832,Tripolis,1880,20900
7833,Plymouth,1790,6500
7834,Tbilisi,1870,11600
7835,Tashkent,1900,20900
7836,Phnom Penh,1820,22200
7837,Phnom Penh,1810,11600
7838,Manila,19,9000
7839, Africa,19,22200
7840,Noumea,1910,12400
7841, Caribbean,18,5400
7842,Sarajevo,19,9300
7843,Dakar,1960,9300
7844,Washington,1800,34700
7845,Ashgabat,1980,9300
7846,New Delhi,1930,3100
7847,Prague,2000,12400
7848,Nassau,19-20,17200
7849,Palikir,1890,9300
7850, Africa,19,11600
7851,Ulan Bator,1960,3100
7852,Saipan,1860,11600
7853,Kiev,1870,6500
7854,Basseterre,1920,9000
7855,Bern,19,25800
7856,Oslo,1860,17200
7857,Roseau,1920,42800
7858,Algiers,1880,9300
7859,Plymouth,2000,22200
7860, South America,19-20,20900
7861,Vientiane,1840,24100
7862,St. John's,1970,9000
7863,Diego Garcia,1880,12400
7864,Canberra,1850,12400
7865,Avarua,19,9300
7866,"Douglas, Isle of Man",1930,9000
7867,Tirana,1950,22200
7868,Bishkek,1860,17200
7869,Lome,18,11600
7870,Budapest,1890,17200
7871,New Delhi,1950,9300
7872,Nairobi,1900,12400
7873,Bratislava,19,12400
7874,Kampala,1880,9300
7875,Nuku'alofa,1930,9000
7876,Bogota,1820,25800
7877,Hanoi,1830,9300
7878,Baghdad,2000,25800
7879,Chisinau,18,24100
7880,Muscat,19,9300
7881,Monrovia,1950,5400
7882,Mariehamn,1920,9300
7883,Saipan,1980,9300
7884,Hamilton,19-20,42800
7885,Port of Spain,1900,20900
7886,Manila,1850,17200
7887,Sao Tome,1880,25800
7888,Maseru,1970,6500
7889,Abuja,1840,11600
7890,Guatemala City,1870,12400
7891,Adamstown,1950,12400
7892, South America,18,12400
7893,Basseterre,19-20,11600
7894,Jakarta,1820,9000
7895,Berlin,1860,9300
7896,Georgetown,1800,12400
7897,Tegucigalpa,19-20,17200
7898,Torshavn,1880,22200
7899,Port of Spain,1960,24100
7900,St Peter Port,1950,22200
7901,Noumea,1840,9300
7902,Bratislava,1960,17200
7903,Tokyo,1950,22200
7904,Dakar,1850,34700
7905,Jakarta,1940,6500
7906,Nouakchott,1850,3100
7907,Bangkok,20,9300
7908, Africa,19,12400
7909,Yaren,1980,9300
7910,Bujumbura,1870,9300
7911,Djibouti,1810,11600
7912,Avarua,1950,12400
7913, South America,18,9300
7914,Reykjavik,19,12400
7915,Tehran,1820,6500
7916,Jerusalem,1980,9000
7917,Noumea,1920,11600
7918,Saint-Pierre,1960,3100
7919,Podgorica,1840,12400
7920,Lisbon,1860,12400
7921,St Peter Port,19,12400
7922,Chisinau,18,9000
7923,Bissau,1850,9300
7924,Riga,1950,20900
7925,Warsaw,1970,12400
7926,Santo Domingo,1880,6500
7927,Monaco,1970,24100
7928,Sucre,1920,9000
7929,Kuwait City,1970,9300
7930,Melekeok,19,11600
7931,Khartoum,1840,12400
7932,Pyongyang,1840,11600
7933,Sao Tome,1870,5400
7934,Sarajevo,21,9000
7935,Nuku'alofa,19,9000
7936,Pago Pago,1790,20900
7937,Kuala Lumpur,1950,9300
7938,Georgetown,1910,17200
7939,Port Moresby,1920,43100
7940,"Douglas, Isle of Man",1940,17200
7941,Guatemala City,1820,22200
7942,Stockholm,1880,34700
7943,Kinshasa,1910,9000
7944,Mamoudzou,1860,3100
7945,Yamoussoukro,1830,9300
7946,Saint-Denis,1890,9300
7947,Yamoussoukro,1810,9300
7948,Guatemala City,1930,20900
7949,Bogota,19-20,9300
7950,Nicosia,1930,24100
7951,Moroni,1930,5400
7952,San Marino,1950,12400
7953,Kuala Lumpur,1860,9000
7954,Bandar Seri Begawan,1930,24100
7955,Khartoum,1830,9300
7956,Stockholm,1930,5400
7957,Mogadishu,1950,5400
7958,Diego Garcia,1900,9300
7959,N'Djamena,1870,20900
7960, Micronesia,20,25800
7961,Beirut,1930,9000
7962,Prague,1970,22200
7963,Colombo,1930,12400
7964,Buenos Aires,19-20,9300
7965,Baku,1920,39500
7966,Bandar Seri Begawan,1970,17200
7967,Kiev,1950,6500
7968,Niamey,1850,11600
7969,Paramaribo,19-20,12400
7970,Harare,1940,22200
7971,Antananarivo,1890,24100
7972,Vatican City,1940,9300
7973,"Douglas, Isle of Man",1790,11600
7974,Sarajevo,1890,9300
7975,Windhoek,1920,11600
7976,Ljubljana,1910,6500
7977,Malabo,1920,5400
7978,Wellington,1940,12400
7979,Gaborone,1880,9300
7980,Vienna,1880,17200
7981,San Juan,19-20,12400
7982,Belmopan,1900,25800
7983,Paris,1910,11600
7984, Africa,19,9300
7985,Ashgabat,19,9000
7986, Southern Europe,20,20900
7987, South-Eastern Asia,20,9300
7988,Valletta,1930,9000
7989,Longyearbyen,1780,6500
7990,Kralendijk,1900,9300
7991,Thimphu,1870,20900
7992,Cayenne,1900,22200
7993,Kuwait City,19,9300
7994,Brussels,1850,9300
7995,Jerusalem,1810,12400
7996,Damascus,19,9000
7997,Reykjavik,19,20900
7998,Andorra la Vella,1950,34700
7999,Bujumbura,1890,9000
8000,Tallinn,1820,9300
8001,Luanda,1880,9300
8002,Tehran,1890,5400
8003,Taipei,19,3100
8004,Tbilisi,2000,9300
8005,Kigali,2000,17200
8006,Basse-Terre,1970,9300
8007, Africa,19,6500
8008,Bishkek,2010,9000
8009, Africa,19,11600
8010,Abuja,20,17200
8011,Mariehamn,19,9300
8012,Suva,1990,25800
8013,Stanley,1930,11600
8014,San Juan,1890,22200
8015,Diego Garcia,1890,11600
8016,Fort-de-France,1840,9300
8017,Saipan,1860,9000
8018, Southern Europe,21,9300
8019,Washington,1950,5400
8020,Libreville,1780,22200
8021,Minsk,1810,9300
8022,Vienna,1940,11600
8023,Luanda,1850,5400
8024,Georgetown,21,34700
8025,Podgorica,1960,9300
8026,Tirana,1930,12400
8027,"Douglas, Isle of Man",1930,11600
8028,Warsaw,1830,17200
8029,Pago Pago,1900,12400
8030,London,2000,17200
8031,Suva,1850,17200
8032,Bamako,1930,22200
8033,Port Moresby,19,11600
8034,Brasilia,1910,11600
8035,Cayenne,1880,9000
8036,Buenos Aires,1870,11600
8037,Praia,1960,9300
8038,Cayenne,1910,45500
8039,Yamoussoukro,1830,12400
8040,Kingstown,1910,9300
8041,Nassau,19-20,11600
8042,Dushanbe,1800,17200
8043,Maseru,1800,9300
8044, Western Europe,18,17200
8045,Windhoek,1960,45500
8046,Praia,1810,12400
8047,Sanaa,1970,22200
8048, Micronesia,18,20900
8049,Doha,1880,9300
8050,Baghdad,1840,9000
8051,Basseterre,1880,6500
8052,Ljubljana,1820,12400
8053,Paramaribo,1830,9300
8054,Bamako,1810,25800
8055,Seoul,1840,9300
8056,Abu Dhabi,2010,24100
8057,Belmopan,2000,6500
8058,Nicosia,1930,9000
8059,Bangkok,1930,12400
8060,San Marino,19,5400
8061,Port Moresby,1910,24100
8062,Bandar Seri Begawan,1960,11600
8063, Africa,19,12400
8064,Vienna,1940,9300
8065,Paris,1960,9300
8066,Porto-Novo,1870,34700
8067,Flying Fish Cove,1860,43100
8068, Western Europe,21,6500
8069,Belmopan,1970,3100
8070,Managua,19-20,11600
8071,Dushanbe,19,6500
8072,Malabo,1890,6500
8073, Africa,19,9300
8074,Athens,1910,17200
8075,Lome,1980,20900
8076,Tbilisi,1960,17200
8077,Oslo,1890,11600
8078,Helsinki,1880,34400
8079,Addis Ababa,1860,20900
8080,Zagreb,1970,6500
8081,Montevideo,1890,9300
8082,Melekeok,1810,12400
8083, Southern Europe,18,9300
8084, Africa,19,11600
8085,Nouakchott,1840,9300
8086,Paris,1980,9000
8087,Abu Dhabi,1860,11600
8088,Saint Helier,1900,17200
8089,Guatemala City,18,9300
8090,Freetown,1820,22200
8091,Yaren,1950,24100
8092,Luxembourg,1860,9300
8093,Jerusalem,1830,9300
8094,Freetown,1780,11600
8095,Caracas,1890,22200
8096,San Juan,1860,17200
8097,London,1830,20900
8098,Kingston,1800,3100
8099, Africa,19,17200
8100,Kralendijk,1890,11600
8101,Port Moresby,1920,11600
8102,Grytviken,19-20,9300
8103,Georgetown,1810,3100
8104,Port Vila,19,25800
8105,Vaduz,1900,17200
8106,East Jerusalem,1790,9000
8107,Lome,1940,6500
8108,Bucharest,1860,25800
8109, Eastern Europe,21,49000
8110,Castries,18,3100
8111,Tehran,18,5400
8112, Polynesia,20,9300
8113,Bangui,1820,6500
8114,Amman,1970,6500
8115,Tehran,1960,6500
8116,Tallinn,1970,17200
8117,Dakar,1950,9000
8118,Ouagadougou,1900,9300
8119,Tashkent,19,6500
8120,San Jose,1940,11600
8121,Cockburn Town,1960,11600
8122,Hagatna,1920,25800
8123,Belmopan,1950,11600
8124,Saipan,1980,22200
8125,Baku,1980,9000
8126,Paris,1870,9300
8127, Caribbean,21,17200
8128,Accra,1870,11600
8129,Brazzaville,1850,11600
8130,Stockholm,1920,22200
8131,Port Moresby,1920,17200
8132,Dhaka,19,11600
8133,Kabul,1960,22200
8134,London,1860,11600
8135,Astana,1890,9300
8136,Oslo,1950,9300
8137,Nay Pyi Taw,1960,22200
8138,Andorra la Vella,1930,17200
8139,Berlin,1840,20900
8140,Bamako,1940,9000
8141,Riyadh,1910,9000
8142,Honiara,1830,6500
8143,Manila,1820,11600
8144,Sucre,1920,12400
8145,Mariehamn,1890,11600
8146,Sucre,1860,5400
8147,Roseau,1830,9300
8148,Libreville,1940,34400
8149,Monaco,1970,24100
8150, Caribbean,19-20,9300
8151,Djibouti,1910,9300
8152,Lima,1870,9000
8153,Athens,1820,24100
8154,Bratislava,1970,9300
8155,Buenos Aires,1950,24100
8156,Santo Domingo,19-20,6500
8157, Africa,19,3100
8158,Taipei,1840,9000
8159,Yamoussoukro,1970,12400
8160,Kuwait City,1980,5400
8161,Kuala Lumpur,1890,9300
8162,Saint-Denis,1800,25800
8163,Ljubljana,1970,17200
8164,Marigot,1900,9300
8165,Road Town,1930,22200
8166,Bamako,1790,24100
8167,Tokyo,1930,11600
8168,Port-au-Prince,1910,25800
8169,Ulan Bator,1840,11600
8170,Jamestown,1950,12400
8171,Yaounde,1950,24100
8172,San Marino,1950,22200
8173,Vientiane,1900,6500
8174,Dili,1890,9000
8175,Hamilton,1980,9300
8176,Nuku'alofa,1910,17200
8177, Africa,19,20900
8178,Panama City,1900,9300
8179,Lusaka,1870,9000
8180,Vaduz,1900,6500
8181,Berlin,1890,25800
8182,Tbilisi,1970,12400
8183,Vienna,1900,6500
8184,Ouagadougou,1990,12400
8185,Accra,1960,9000
8186,Georgetown,1840,5400
8187,Bangkok,1940,9300
8188,Antananarivo,1850,22200
